galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,propagation_source_i,propagation_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
IC4202,0.77,35.1,135.41353846643253,3.96,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,0.6506715287028355,17048.366059522967,0.34932847129716443,0.516207405831753,0.4586883536583009,0.4929637481316631,0.5285782145436242,0.4821104543283011,0.1608506226432733,0.5721085336066037,491519152.1122285,51.010212,1,135.41353846643253,2.8579355688442316,0.9983582633301474
IC4202,1.59,77.9,181.3490504524355,3.95,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,0.6506715287028355,17048.366059522967,0.34932847129716443,0.516207405831753,0.4586883536583009,0.4929637481316631,0.5285782145436242,0.4821104543283011,0.1608506226432733,0.5721085336066037,491519152.1122285,51.010212,1,181.3490504524355,1.3279724063213798,0.4638985706250645
IC4202,2.36,115.0,186.30282982284513,6.7,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,0.6506715287028355,17048.366059522967,0.34932847129716443,0.516207405831753,0.4586883536583009,0.4929637481316631,0.5285782145436242,0.4821104543283011,0.1608506226432733,0.5721085336066037,491519152.1122285,51.010212,1,186.30282982284513,0.620024607155175,0.21659224818414222
IC4202,3.13,156.0,188.001365154618,3.16,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,0.6506715287028355,17048.366059522967,0.34932847129716443,0.516207405831753,0.4586883536583009,0.4929637481316631,0.5285782145436242,0.4821104543283011,0.1608506226432733,0.5721085336066037,491519152.1122285,51.010212,1,188.001365154618,0.20513695611934607,0.07166017928772467
IC4202,3.95,192.0,196.11701252058683,3.14,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.201495630207594,0.04070121110463225,0.0010217642332655695,21814.354152179352,23322.928070954735,0.6383650260854139,15075.644253082022,0.361634973914586,0.4964599711122649,0.46419913756120346,0.49408377650523627,0.5237148812424843,0.4806471394871799,0.14313202022794838,0.5473382941220927,551809073.3117437,60.83584435937501,1,196.11701252058683,0.021442773544723053,0.007754456851502296
IC4202,4.73,204.0,204.51862726900941,2.9,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.194878615431867,0.038085050380570536,0.0008371583935989133,17873.861983982093,20568.27585308871,0.626587023580397,13187.640561028114,0.37341297641960297,0.47756058573655863,0.46947326203269296,0.49515570550080323,0.519060402745688,0.47924666638770197,0.12617433938874173,0.5236318072534808,609509856.7910342,70.23951704687501,1,204.51862726900941,0.0025422905343598736,0.0009493242753587034
IC4202,5.5,209.0,206.54727788087646,3.36,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1883464341789054,0.03550243017861219,0.0006549192954664452,13983.888946146339,17848.939689297895,0.6149600211074957,11323.84204451336,0.3850399788925043,0.4589035001733614,0.47467976952377877,0.4962138918169398,0.5144655970501325,0.4778641480715507,0.10943406471414029,0.5002292497036973,666470886.6359749,79.522629828125,1,206.54727788087646,0.011735512531691557,0.004518641497495237
IC4202,6.27,220.0,207.24817610777666,3.25,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.181814252925944,0.032919809976653835,0.0004726801973339769,10093.915908310584,15129.603525507078,0.6033330186345943,9460.043527998605,0.3966669813654056,0.44024641461016417,0.4798862770148646,0.49727207813307645,0.5098707913545771,0.4764816297553994,0.09269379003953886,0.4768266921539138,723431916.4809155,88.805742609375,2,207.24817610777666,0.057962835873742465,0.022991943137415868
IC4202,7.08,231.0,213.0514801638327,3.49,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1749427375819197,0.030203027686282063,0.00028097413306475694,6001.866349028813,12269.003145415438,0.5911020160332305,7499.424309327236,0.4088979839667694,0.4206201297969307,0.4853632524275653,0.4983852351669344,0.5050372944540578,0.4750272923059416,0.07508389070651654,0.4522084173288169,783351960.8632559,98.57109501562502,2,213.0514801638327,0.07769922006998828,0.031771054442408554
IC4202,7.86,235.0,222.65660376463126,4.65,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1683257228061925,0.027586866962220354,9.636829339810084e-05,2061.37418083155,9514.350927549414,0.5793240135282136,5611.420617273327,0.4206759864717864,0.4017207444212244,0.4906373768990548,0.49945716416250135,0.5003828159572613,0.47362681920646366,0.05812620986730989,0.428501930460205,841052744.3425465,107.97476770312502,2,222.65660376463126,0.05252509036327125,0.022096044203088853
