galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,propagation_source_i,propagation_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
ESO563-G021,0.45,18.9,65.19,9.78,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.438735507046358,0.02101193510874194,0.561264492953642,0.30227060945009593,0.4933892781048106,0.49294598265833217,0.2388065281117719,0.5984095373694257,0.017556225703226517,0.04819487018648217,2671672080.6021585,4.166312500000001,1,65.19,2.4492063492063494,1.3746525597261423
ESO563-G021,1.34,58.3,120.17,10.5,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.438735507046358,0.02101193510874194,0.561264492953642,0.30227060945009593,0.4933892781048106,0.49294598265833217,0.2388065281117719,0.5984095373694257,0.017556225703226517,0.04819487018648217,2671672080.6021585,4.166312500000001,1,120.17,1.0612349914236707,0.5956335193660691
ESO563-G021,2.23,74.1,137.48,5.69,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.438735507046358,0.02101193510874194,0.561264492953642,0.30227060945009593,0.4933892781048106,0.49294598265833217,0.2388065281117719,0.5984095373694257,0.017556225703226517,0.04819487018648217,2671672080.6021585,4.166312500000001,1,137.48,0.8553306342780027,0.4800667147557602
ESO563-G021,3.12,119.0,146.18,4.27,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.107675716742279,0.009038168336431519,7.418338655164561e-14,6.16150176456763e-06,0.05159552308516359,0.44221034761593525,0.022983950099593902,0.5577896523840647,0.30998009997870185,0.4929925887067224,0.4935924964023872,0.24955224966845482,0.5998852195530321,0.019104043057370235,0.05582620474497889,2906035339.6868567,5.264188020000001,1,146.18,0.22840336134453787,0.1274010315277217
ESO563-G021,4.01,141.0,157.86,3.76,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1089093721515964,0.009787884091911541,2.2255011958964208e-13,1.8484504366370623e-05,0.059002504499948816,0.44916002875508976,0.02692798008129782,0.5508399712449102,0.3253990810359137,0.492199209910546,0.4948855238904973,0.27104369278182067,0.6028365839202448,0.022199677765657667,0.07108887386197232,3374761857.8562536,7.45993906,1,157.86,0.11957446808510648,0.06586639656162549
ESO563-G021,4.9,195.0,175.79,4.54,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.110143027560914,0.010537599847391563,3.709168526276387e-13,3.080750696817363e-05,0.06640948591473404,0.4561097098942443,0.030872010063001748,0.5438902901057557,0.34081806209312554,0.4914058311143696,0.49617855137860734,0.29253513589518654,0.6057879482874574,0.025295312473945102,0.08635154297896577,3843488376.02565,9.655690100000001,1,175.79,0.09851282051282055,0.05358016652785422
ESO563-G021,5.79,227.0,199.19,4.2,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.111376682970232,0.011287315602871583,5.192835856656352e-13,4.313050956997662e-05,0.07381646732951927,0.4630593910333988,0.03481604004470566,0.5369406089666012,0.3562370431503374,0.49061245231819317,0.49747157886671745,0.3140265790085524,0.6087393126546701,0.028390947182232538,0.10161421209595922,4312214894.195047,11.851441140000002,1,199.19,0.12251101321585904,0.06578113804123868
ESO563-G021,6.69,246.0,217.87,4.24,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1126241996762833,0.01204545513088509,6.69317360647879e-13,5.559197287517067e-05,0.08130667325458299,0.47008715847748767,0.03880438497002424,0.5299128415225124,0.3718292711857202,0.48981015915352044,0.49877913475357033,0.33575949901083246,0.6117238384192671,0.03152136430297264,0.11704837187718856,4786208002.456235,14.071863540000003,2,217.87,0.11434959349593495,0.06059531801637509
ESO563-G021,7.58,268.0,228.65,5.56,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.113857855085601,0.01279517088636511,8.176840936858754e-13,6.791497547697365e-05,0.0887136546693682,0.47703683961664217,0.04274841495172815,0.5229631603833579,0.38724825224293197,0.489016780357344,0.5000721622416804,0.35725094212419833,0.6146752027864798,0.03461699901126007,0.13231104099418198,5254934520.625631,16.26761458,2,228.65,0.1468283582089552,0.07678582224285496
ESO563-G021,8.47,283.0,241.76,2.96,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1150915104949184,0.013544886641845132,9.66050826723872e-13,8.023797807877666e-05,0.09612063608415344,0.4839865207557967,0.04669244493343208,0.5160134792442034,0.40266723330014387,0.4882234015611676,0.5013651897297905,0.3787423852375642,0.6176265671536925,0.03771263371954751,0.14757371011117543,5723661038.795029,18.463365620000005,2,241.76,0.14572438162544174,0.07519574517325425
