galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_boost,beta_mode
NGC4013,5.49,198.0,10.0,0.0,8486.925500910747,0.0,8486.925500910747,215.85462932260685,0.0,215.85462932260685,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,6.17,195.0,5.0,0.0,8041.63202593193,0.0,8041.63202593193,222.74844466348134,0.0,222.74844466348134,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,6.92,194.0,4.0,0.0,7389.939624277457,0.0,7389.939624277457,226.13797160140976,0.0,226.13797160140976,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,7.69,195.0,3.0,0.0,6709.174382314694,0.0,6709.174382314694,227.14213831871882,0.0,227.14213831871882,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,8.36,195.0,3.0,0.0,6093.328193779904,0.0,6093.328193779904,225.69941005682756,0.0,225.69941005682756,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,9.12,195.0,3.0,0.0,5393.670559210526,0.0,5393.670559210526,221.78880832900472,0.0,221.78880832900472,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,9.88,192.0,7.0,0.0,4634.501133603238,0.0,4634.501133603238,213.98334327699433,0.0,213.98334327699433,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,10.56,188.0,8.0,0.0,3934.026837121212,0.0,3934.026837121212,203.82179324105653,0.0,203.82179324105653,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,11.31,186.0,7.0,0.0,3323.295172413793,0.0,3323.295172413793,193.8722992074938,0.0,193.8722992074938,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,12.08,186.0,6.0,0.009808467979035961,2835.883617549669,1.4221638638443592,2837.305781413513,185.08774702826764,4.144844927767487,185.1341509270379,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,12.77,186.0,5.0,0.08199441781377734,2491.559827721221,11.24627721216927,2502.8061049333905,178.37381814604964,11.983945927756917,178.7759322727738,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,13.47,185.0,6.0,0.13349175768512847,2213.117364513734,17.35810258704051,2230.4754671007745,172.65772760001215,15.29096602074034,173.3335066911399,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,14.17,180.0,10.0,0.1386878515314861,1980.564241354975,17.142887107119545,1997.7071284620945,167.52490949109625,15.585721359882061,168.24835812068977,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,14.98,163.0,8.0,0.010358598419713014,1755.305373831776,1.2111685312139007,1756.5165423629899,162.15571066108035,4.2594958149509,162.21164509552818,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,15.68,162.0,6.0,0.0522284090902744,1587.433424744898,5.834130425637037,1593.2675551705352,157.76867908428466,9.56447411382292,158.05832867987056,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
NGC4013,16.37,164.0,5.0,0.12637789864935034,1441.9956383628587,13.521903911205108,1455.5175422740638,153.6407127033717,14.877955740841134,154.35939286945393,,1751.5211867907217,1751.5211867907217,False,,1.0,formula
