r_kpc,v_obs,v_model
0.87,47.8,159.8897850021882
1.74,98.9,219.58288348596085
2.61,146.0,251.64950703348134
3.5,164.0,256.9149292859302
4.37,174.0,240.25098540292265
5.24,175.0,233.92711619144356
6.11,184.0,228.92089604352944
6.98,185.0,223.37468271758917
7.85,188.0,219.04931497721444
8.72,190.0,207.40191326964387
9.6,191.0,197.39793502478614
10.47,191.0,189.72836711417793
11.35,189.0,183.02541879819407
12.19,186.0,177.06296592900992
13.12,183.0,170.9814461356714
13.94,179.0,165.9356240003671
14.86,177.0,160.78723070917633
15.79,177.0,156.29345017332642
16.72,178.0,152.3467562172755
