r_kpc,v_obs,v_model
0.12,134.0,1163.8149502226356
0.24,208.0,408.0029272476828
0.35,252.0,5.916079783099616e-07
0.47,272.0,6.855654600401044e-07
0.59,276.0,7.681145747868607e-07
0.71,271.0,8.426149773176358e-07
0.83,266.0,9.110433579144299e-07
0.94,262.0,9.695359714832657e-07
1.06,260.0,1.0295630140987e-06
1.18,260.0,1.0862780491200216e-06
1.3,259.0,1.140175425099138e-06
1.42,257.0,1.1916375287812985e-06
1.53,254.0,1.2369316876852982e-06
1.66,244.0,1.2884098726725124e-06
1.89,228.0,1.374772708486752e-06
2.01,220.0,88.9042388871318
2.13,215.0,119.72800790438033
2.24,213.0,194.00962967146114
3.1,228.0,193.7236736283775
3.79,236.0,204.03048297989915
3.9,236.0,219.25614331892908
4.14,237.0,217.1227160982704
4.25,237.0,219.18323327618089
4.37,237.0,219.54070619585062
4.49,237.0,219.86003763783884
4.61,237.0,219.95735405095917
4.72,236.0,222.99086242969133
5.16,235.0,219.73127949466752
5.43,234.0,220.34497273473661
5.56,233.0,220.75157984332438
5.67,233.0,220.47234149682782
5.79,233.0,219.47907011774393
5.91,232.0,218.49456137381028
6.03,232.0,218.3667603166165
6.2,232.0,217.81923842505728
6.5,233.0,216.3188523923411
6.85,235.0,214.54157681265957
6.98,236.0,214.69579143816318
7.09,236.0,214.6181075312863
7.21,237.0,214.22069616373344
7.22,238.0,214.6188999691711
7.33,238.0,214.12624514766765
7.45,239.0,213.59761170514116
7.56,240.0,212.92606632849382
8.26,247.0,207.431408592887
8.98,252.0,201.13066671245969
9.09,253.0,201.00011624437505
9.3,254.0,199.83955530222806
10.32,253.0,191.46628785403107
11.38,247.0,185.43609914215634
12.4,238.0,179.9153508809781
13.41,229.0,175.4456963615922
14.43,223.0,170.9062904406771
15.44,220.0,166.60327418077117
16.57,220.0,162.15625681880448
17.58,224.0,158.6139776499885
18.6,228.0,155.0325533684322
19.61,234.0,151.46478305203055
20.62,239.0,148.44763560043344
21.64,243.0,145.92502394701347
22.77,245.0,143.5497203816664
23.78,247.0,141.62660296286143
24.79,249.0,139.49845130452536
25.81,250.0,137.0858884578921
26.82,251.0,134.77050536809676
27.84,251.0,132.61650607245812
29.41,248.0,129.17844870336054
30.99,246.0,125.50126819919552
32.57,249.0,122.18512897306432
34.03,252.0,119.66977101452522
37.19,255.0,113.80075735552947
