r_kpc,v_obs,v_model
1.5,164.0,177.18903651324993
2.52,194.0,220.4068722117487
3.46,175.0,207.8371017613995
4.32,185.0,217.30771255700404
5.43,175.0,218.53277339307618
6.38,167.0,208.69153646988127
7.57,176.0,196.46878382641682
10.6,185.0,171.12943927956582
13.57,183.0,154.66609487151788
16.64,172.0,141.25254563975787
19.71,161.0,133.73500985235384
22.68,156.0,129.22476379204033
25.75,159.0,124.19086361098283
28.72,173.0,119.30264093717525
31.79,177.0,117.43966681578915
34.77,179.0,116.40505618554718
37.84,181.0,114.06974172652231
40.81,182.0,111.97251290276935
43.88,182.0,109.10453496664503
46.85,180.0,106.19952003790935
49.92,177.0,103.3949292779507
52.99,175.0,100.96339225569477
55.96,172.0,98.8086916589794
59.03,168.0,96.12183337257156
62.0,158.0,92.92956130271739
65.07,158.0,89.8884157983965
68.05,166.0,87.41571560547591
71.12,165.0,85.0478666003672
