r_kpc,v_obs,v_model
0.75,169.0,125.50402331333954
1.55,203.0,195.8337138226334
2.3,232.0,237.7772737935236
3.06,256.0,277.974760865291
3.85,248.0,290.35533752856816
4.61,253.0,298.79138589351624
5.36,269.0,303.3465269304298
6.12,268.0,307.48126511047536
6.91,260.0,311.83856763857386
7.66,245.0,315.47734047072845
8.42,247.0,313.0252490645643
8.86,267.0,310.1245994585785
9.21,255.0,308.9662264577105
10.82,253.0,297.4003050985846
11.56,271.0,294.06927111412597
12.4,276.0,290.21113673271685
14.17,275.0,286.11264032821924
16.88,275.0,275.32654021580686
19.49,276.0,270.8462516384415
22.19,267.0,259.3938529125837
24.8,257.0,248.75297651497578
27.51,254.0,237.90103656682362
30.12,248.0,228.76346841079362
35.43,227.0,213.42486944557115
