r_kpc,v_obs,v_model
9.93,377.0,328.5829039985548
10.05,377.0,329.27186259392386
10.35,378.0,330.7984236155311
15.07,367.0,321.6454756266283
20.09,364.0,309.1502599204785
25.12,375.0,295.7393315316165
30.14,383.0,283.52014618765367
35.17,378.0,263.76258310554044
40.19,364.0,246.24644461474506
45.21,349.0,232.2683057544799
50.24,338.0,219.49418579018942
55.26,332.0,208.70082941118093
60.28,330.0,200.4294907658111
65.31,329.0,191.7481207123709
70.33,330.0,184.3598342813202
75.35,332.0,177.40435757527305
80.38,333.0,170.98015349590247
