r_kpc,v_obs,v_model
0.62,35.1,122.90414286244018
1.23,64.6,136.3140613659891
1.83,80.1,139.1802100312508
2.47,113.0,150.63209779333698
3.08,136.0,161.5944243568401
3.68,150.0,173.43407053907285
4.32,171.0,184.88136584366868
4.91,192.0,197.6317547954777
5.53,197.0,216.04338758340657
6.17,195.0,236.33842260953938
6.78,196.0,260.9749419828413
7.38,216.0,279.39615866146124
8.0,225.0,286.05613173637
8.62,240.0,287.2792528497489
9.23,247.0,293.67207508724664
9.85,254.0,301.1503803550525
10.43,257.0,306.97384511546284
11.05,273.0,311.4616283888045
11.67,272.0,315.1286782418379
12.19,270.0,318.5887115791107
12.91,279.0,322.0115330800965
14.56,287.0,325.00998774732705
16.63,291.0,314.49790456727845
17.77,286.0,308.8278919854089
18.49,288.0,306.68003802038857
20.24,289.0,303.01263874182075
22.62,288.0,298.4489209735829
24.89,269.0,290.06902500699755
27.06,267.0,276.75226686679514
29.13,272.0,264.6106434579307
31.3,274.0,253.7221568620887
33.46,259.0,244.47871668047773
35.53,272.0,234.10529637554606
37.7,274.0,224.1655777317942
39.87,272.0,217.33100822182865
41.93,266.0,210.84130221177284
