r_kpc,v_obs,v_model
0.47,15.3,20.758897745190207
1.41,41.0,34.61485292521387
2.35,60.7,40.31961673004342
3.29,74.9,41.61621604702792
4.22,83.0,44.27761534661763
5.17,86.8,47.11687031840602
6.11,89.4,49.74833405768711
7.05,92.5,50.86914995064658
7.99,94.7,52.48246599231408
8.92,96.3,52.561975855339455
9.87,97.8,54.34673771801304
10.79,98.8,56.150821514632625
11.8,99.5,57.75231335268069
12.6,99.7,58.40655146782777
