r_kpc,v_obs,v_model
0.49,211.0,7e-07
0.98,233.0,9.899494936611665e-07
1.47,227.0,1.212435565298214e-06
1.97,234.0,1.4035668847618199e-06
2.46,245.0,195.01019626572642
2.95,244.0,241.75342940547714
3.44,261.0,256.6125995096648
3.93,259.0,257.79040388247597
4.42,258.0,268.61209912505024
4.92,258.0,282.9922820851638
5.74,261.0,289.13620539279344
6.56,263.0,292.17974997122667
7.37,264.0,290.0036477091307
8.19,265.0,290.0662765899158
9.01,265.0,288.5705286437596
9.83,264.0,282.4529962938467
10.65,264.0,273.5901323566161
11.47,265.0,263.48142738247884
