r_kpc,v_obs,v_model
0.67,43.8,47.87608990609278
1.32,64.2,70.11281920680968
1.97,73.3,84.97345621675625
2.62,84.2,94.5814282615139
3.28,96.2,105.80021101542751
3.93,102.0,113.62465049584382
4.58,104.0,115.10254147395078
5.22,106.0,114.52111102456695
5.9,106.0,114.19557204660582
6.54,108.0,112.17789017830954
7.19,111.0,110.59214742721115
7.87,114.0,111.41892057414513
8.51,116.0,111.72455215727003
9.16,117.0,110.04313538150294
9.84,118.0,106.78283966683685
10.48,120.0,103.7387074231784
11.13,121.0,101.29423576599335
11.78,122.0,98.67377627055257
12.43,122.0,96.27092630761204
13.08,122.0,94.41449807218495
13.73,123.0,92.98447634633467
14.38,124.0,91.40215502667488
15.03,124.0,89.80032947538265
15.68,123.0,88.89626030489204
16.33,123.0,88.27716454531705
16.98,123.0,87.60078581939352
17.72,121.0,86.8085898407849
18.28,122.0,86.42477367769715
19.02,122.0,85.70328868019216
19.67,121.0,84.9500558499197
20.32,120.0,84.04106416881456
20.97,119.0,82.95680478636623
