r_kpc,v_obs,v_model
0.21,17.4,77.55841739371849
0.32,31.0,58.22975458072565
0.43,36.1,38.649184334063136
0.54,46.0,42.869576832527
0.64,58.0,36.701414133230216
0.74,63.4,46.30870730353419
0.85,71.9,54.83723971921239
0.96,76.4,57.783717301707135
1.07,78.1,57.954019521427846
1.17,80.5,59.352631167716105
1.28,82.8,62.112356970948156
1.38,85.6,65.43483777048209
1.48,88.0,66.29646461666452
1.59,92.0,65.37447944931422
1.7,92.4,64.31765907721817
1.8,95.1,62.67017766989025
1.91,96.5,61.94079632440661
2.02,101.0,60.76247249003374
2.13,99.9,61.204911405982905
2.23,103.0,62.45679842592324
2.34,104.0,63.943601692336564
2.44,107.0,63.69998776107841
2.54,107.0,63.787232454077966
2.65,106.0,64.33157386944414
2.76,107.0,68.46202341782552
7.07,104.0,54.970777104844984
8.49,106.0,52.0858316117389
9.91,109.0,47.81859686917206
11.27,110.0,44.279768207093056
