r_kpc,v_obs,v_model
0.26,6.1,5.669502814526061
0.52,11.2,8.017334971417364
0.77,14.9,10.492124818497528
1.03,19.1,12.194377065610587
1.29,24.3,14.384885826249617
1.55,29.8,15.923936110116127
1.81,34.3,17.45520195347778
2.06,38.2,18.593098983299594
2.32,42.5,19.17236805368297
2.58,42.3,19.65961603567193
2.84,47.3,20.18735076224338
3.1,49.3,20.94120970989492
3.35,50.6,21.74978856584319
3.61,53.0,22.13875473202034
3.87,54.7,21.680552851579687
4.13,55.2,21.42769932604838
4.38,57.5,21.727512351901197
4.64,59.1,22.090739206936306
4.9,61.2,22.478388436871178
5.16,62.7,22.837954446596278
5.42,64.4,23.3425135338613
5.67,66.6,23.771300461208266
5.93,66.3,23.69708713328847
6.19,66.2,23.284120643525778
6.45,67.3,22.988671524262283
