r_kpc,v_obs,v_model
3.54,223.0,151.4268278485741
4.23,230.0,152.59839368181994
4.97,248.0,157.0785239659187
5.74,258.0,164.788358413522
6.47,263.0,172.3016099932199
7.22,272.0,181.2312555970378
8.02,287.0,188.51083228565665
8.79,289.0,195.283692461618
9.5,292.0,202.48179473958683
10.27,302.0,211.4120050888041
11.08,302.0,218.75858919298673
11.82,304.0,221.99528237331407
12.56,303.0,224.47934001934968
13.39,305.0,227.16856181389136
14.1,300.0,228.9950871353661
14.93,295.0,228.7557084681998
15.64,294.0,227.83866005186934
16.35,290.0,227.7772199636637
17.18,291.0,227.5354716218771
17.89,286.0,225.45365126337657
18.72,287.0,221.77392596511902
19.44,294.0,219.34484252204646
20.26,290.0,217.72721797270322
20.98,288.0,216.21482968808328
21.69,290.0,214.43724387235966
22.52,294.0,212.3765247610236
23.23,297.0,210.70724973514626
24.06,293.0,209.23748589698766
24.77,291.0,208.13325076336156
25.95,297.0,206.69927958942398
28.92,292.0,201.6410806734108
31.76,288.0,193.598097479752
34.72,285.0,189.62168229518537
