r_kpc,v_obs,v_model
0.63,265.0,7.937253933193772e-07
1.72,250.0,1.3114877048604001e-06
2.79,233.0,208.3072223265268
3.91,230.0,227.65787542415654
5.03,228.0,222.3712092698731
6.14,228.0,211.57293828310398
7.26,227.0,200.85435493338213
8.37,226.0,192.22559356350146
9.5,223.0,183.68865743234332
10.65,219.0,175.79585407908036
11.74,216.0,168.83315578057687
12.82,214.0,162.13707092613504
14.01,214.0,155.09310524039705
15.09,214.0,149.81207126532777
16.18,214.0,145.1177238246767
17.36,214.0,140.07549115432053
18.44,214.0,135.90864368247787
19.53,214.0,132.05545371876886
