r_kpc,v_obs,v_model
1.7,305.0,251.89782251134645
3.41,257.0,267.15094455097113
6.82,256.0,278.56407237717025
13.67,271.0,273.10400967957077
19.49,282.0,261.3485377418624
23.36,287.0,258.23443132017223
27.24,283.0,251.8949713802382
31.22,280.0,242.2475299035879
35.1,280.0,233.5364004814471
38.97,281.0,227.41896654850953
42.85,282.0,220.97671819306586
46.73,287.0,210.77984754825968
50.71,292.0,207.68321190415062
54.58,298.0,206.4995119943806
58.46,298.0,202.67112699286773
62.34,298.0,196.30390612499968
66.21,298.0,191.0785724023088
70.19,298.0,188.05678602408847
74.07,298.0,183.4648636821177
