r_kpc,v_obs,v_model
0.35,14.4,5.916079783099616e-07
0.69,24.4,10.08908792059255
1.03,29.2,17.55572553586569
1.38,32.9,19.81644058089034
1.72,37.8,22.68857979086209
2.07,42.0,25.33236084642851
2.41,45.1,27.27593582227815
2.76,47.6,29.971261211321707
3.1,52.3,31.453307702853934
3.45,57.3,33.06034662381807
3.79,61.4,34.459190118652636
4.14,64.5,36.25294129980757
4.48,66.4,37.37582163068163
4.82,66.9,38.087173574700195
5.17,69.4,39.017839098352994
5.51,70.2,39.23085554147869
5.86,70.9,39.21276848909458
6.2,72.3,39.900678413749844
6.55,73.9,40.87313233101898
6.89,75.0,41.88691113314177
7.25,75.5,42.9870969153163
7.58,77.1,44.167223700203884
7.94,77.0,45.464143420341
8.27,77.0,46.71376270531771
8.63,78.2,47.985961926254646
8.97,79.6,48.89557619722367
9.3,80.3,49.7172437475969
9.66,81.2,50.41440563456987
9.99,82.3,51.04251933849095
10.35,83.8,51.759829013385136
10.69,79.0,51.440765907548794
