r_kpc,v_obs,v_model
0.22,152.0,385.12285036236483
0.43,167.0,6.557438524302001e-07
0.65,179.0,8.06225774829855e-07
0.87,188.0,9.327379053088814e-07
1.08,195.0,1.0392304845413265e-06
1.31,199.0,1.1445523142259596e-06
1.52,202.0,1.2328828005937952e-06
1.73,202.0,60.47704982747678
1.96,202.0,119.87194778644286
2.17,200.0,145.914069896857
2.39,196.0,155.90972486546892
2.6,193.0,160.39472159220392
2.83,189.0,160.08270187775102
3.04,184.0,183.1492984299332
5.87,170.0,144.86452455827913
6.08,172.0,157.78839310364256
6.3,174.0,157.9922873835253
6.52,176.0,158.2012605559832
6.74,178.0,158.30806679300437
6.95,180.0,158.5235267634876
7.16,182.0,159.01359041573386
7.39,183.0,159.78393515206594
7.6,184.0,160.8354164313809
7.82,185.0,161.80265230190255
8.03,186.0,162.7709624634837
8.26,187.0,163.74046830267076
8.47,187.0,164.422797949023
8.68,188.0,164.70944927246794
8.91,188.0,164.2693129985874
9.53,187.0,161.91777875920587
9.78,187.0,160.34321068960455
9.99,186.0,158.85357252633577
10.21,186.0,157.47689193675987
11.46,182.0,148.3445816504033
13.39,177.0,137.18821254879242
15.21,175.0,129.4986406183122
17.13,177.0,122.35463751460146
19.06,180.0,116.34436473326211
20.99,181.0,111.25246336307731
22.92,182.0,106.71336578698869
25.7,183.0,100.20751152081559
