r_kpc,v_obs,v_model
1.25,47.0,54.27145807430113
2.08,59.5,63.613359414657154
2.9,71.6,75.06759031308854
3.73,77.6,78.21124549044188
4.56,83.4,80.6455072184708
5.39,89.7,80.8574015433816
6.22,93.8,75.66827766826924
7.04,99.0,72.87352818741466
7.87,103.0,70.8650455914389
8.7,100.0,68.61648284244735
9.54,98.3,66.24722176142808
10.34,98.4,63.71985238563114
11.21,94.5,61.87311337385508
11.98,94.9,60.644814140232526
12.85,95.3,59.3364358920802
13.72,96.9,58.09491111782669
14.49,97.2,56.99149682727674
15.36,100.0,55.80414684882079
16.13,104.0,54.6699556499061
17.0,104.0,54.077027610648436
17.78,105.0,52.52579546305914
18.65,109.0,51.26224677739329
19.52,110.0,49.395879945290844
20.29,107.0,48.472609863193554
21.16,106.0,47.55240307853098
21.93,106.0,46.327960862533324
22.8,108.0,45.20314966147891
23.67,109.0,43.826416168638474
24.44,110.0,43.7105972627111
25.31,110.0,42.95893543577435
26.08,110.0,42.19523416772905
26.95,113.0,42.73891343514223
27.73,114.0,44.94915375007807
28.6,112.0,45.254708889759094
29.47,113.0,46.98055160126408
30.24,115.0,48.850468168482706
