r_kpc,v_obs,v_model
0.12,4.2,22.12544767657984
0.36,9.41,21.45342581360669
0.59,15.3,20.23141161308625
0.83,18.4,21.906082447129297
1.07,23.4,23.146850174788607
1.31,28.1,23.99868569860558
1.54,33.1,24.742790304389057
1.79,37.5,26.57068337554236
2.02,40.5,27.777035088965466
2.26,42.3,28.117630470537446
2.49,45.2,28.07654662606064
2.74,47.4,28.49478734697146
2.97,48.1,29.07425205227068
3.21,48.8,29.43561530248362
3.44,50.7,29.67196451305059
3.69,52.1,29.77989413182375
3.92,53.0,29.863059806255862
4.16,53.7,29.71607018533989
4.4,51.2,29.670279288585842
4.64,51.6,29.71166631687446
4.87,51.5,30.010731131161226
5.11,50.4,30.118486203523606
5.35,48.5,29.961951631669965
5.59,50.0,29.667019682309714
5.82,49.0,29.277926858199027
6.06,49.4,29.086602889118314
