r_kpc,v_obs,v_model
0.16,1.99,18.20077369794401
0.41,4.84,18.521221879999448
0.57,6.79,16.20954911968025
0.73,8.87,15.9268142256755
0.9,10.9,15.0366227361943
1.06,12.9,14.282892518013623
1.22,14.7,14.682427359173154
1.47,16.8,15.181582179530977
1.79,20.1,12.850383472328645
