r_kpc,v_obs,v_model
1.23,28.7,30.725251041255127
1.84,37.6,37.34002880219589
2.46,43.1,41.95949212533693
3.07,50.1,45.62569561078658
3.68,58.1,48.5622224601059
4.3,64.6,50.95339496321626
4.91,68.5,52.43264360612306
5.52,72.3,53.56622412007606
6.14,74.2,54.42516144540071
6.75,78.9,55.18299619841006
7.37,82.4,56.10311280198392
7.98,84.3,56.92780769601139
8.59,85.4,57.77891355612466
9.21,85.3,58.11876983958494
9.82,86.8,58.064660914370364
10.43,85.4,57.83863426584681
11.05,85.4,57.225014990426295
11.66,86.2,56.80031347652053
12.28,86.1,56.93230558277098
12.89,87.4,57.45703727352702
13.5,86.5,58.57690603843476
