r_kpc,v_obs,v_model
0.82,107.0,45.15127924174865
2.46,159.0,86.10708812135807
4.1,194.0,112.28047705902088
5.74,198.0,128.4501542017572
7.38,211.0,141.0582327945473
9.02,222.0,157.4883964950565
10.65,230.0,168.99778056961514
12.29,239.0,175.5498611116727
13.93,237.0,177.546749657091
15.57,240.0,180.32740280730118
17.21,245.0,182.15527595320938
18.85,249.0,181.17703714726906
20.49,248.0,178.19174450806943
22.13,250.0,175.12863403519032
23.77,255.0,171.3494644200406
25.41,244.0,167.2045420464669
27.05,244.0,164.03977796913207
28.68,249.0,161.9244761338365
30.32,251.0,160.15274486364052
31.96,249.0,158.16225653285318
33.6,244.0,154.81487137210215
35.24,239.0,151.27071154023844
36.88,238.0,148.8452736671368
38.52,241.0,147.79324279220907
40.16,237.0,146.79899422406976
41.8,228.0,145.25591635063546
43.44,233.0,144.52489944197214
45.08,233.0,145.4282299707562
46.71,230.0,141.67507066741302
48.35,226.0,141.74963666233023
49.99,225.0,142.7217820730843
