r_kpc,v_obs,v_model
0.92,234.0,71.2289399095977
2.32,192.0,241.42129981210087
3.24,212.0,315.3765687303412
4.17,223.0,293.94391138618425
5.1,222.0,289.24371015298004
6.03,224.0,284.15604718114656
6.96,224.0,278.4170447146396
7.89,226.0,268.9317508734347
8.8,226.0,264.0550554016858
9.73,227.0,251.67736799580666
10.64,227.0,243.9523620792636
11.58,224.0,237.35465764352222
12.52,220.0,228.1159258587543
13.46,218.0,223.7780464256951
14.4,217.0,217.11206252208785
15.33,216.0,210.27194651206165
16.27,210.0,204.10219562526436
17.11,208.0,198.01173616551858
