r_kpc,v_obs,v_model
1.31,12.0,12.391252476330399
2.63,21.7,19.707247080585958
3.93,28.6,27.222072937832227
5.24,29.5,29.12697662423128
6.55,28.6,29.890364783041235
7.87,27.3,30.764305618822778
