r_kpc,v_obs,v_model
0.34,13.5,5.8309518948453e-07
0.67,31.3,16.231053407755788
1.0,35.3,32.47119152958228
1.34,50.5,36.848381266695235
1.68,61.0,37.026854575764936
2.01,66.5,36.322885968385734
2.34,74.4,35.22996949482999
2.67,83.0,33.967567342799754
3.01,86.4,32.47963652497926
3.35,83.6,31.14883787144803
3.68,79.8,30.306050787888964
4.02,82.8,29.70782660673061
4.35,83.5,29.311650760031
4.68,80.4,28.931225130028864
5.02,80.3,28.394235315845584
5.35,82.1,27.7495517425176
5.69,82.4,27.02425180554483
6.03,80.9,26.414447980225624
6.36,79.0,26.138150183260294
6.69,81.4,26.11441461221901
7.02,79.7,26.28312214171496
7.36,77.5,26.381387755129197
7.7,79.9,26.096059253590024
8.03,81.5,26.051743411037073
8.37,82.2,26.074385017541044
8.7,82.0,26.050636503331333
9.03,84.7,26.130523612103456
9.37,86.1,26.074080985447182
9.7,85.3,26.095238302663365
10.04,86.5,25.897065486297247
