r_kpc,v_obs,v_model
0.34,35.5,62.65391493397161
0.67,62.4,78.59871510906947
1.0,90.7,79.6828114259533
1.32,104.0,72.11166560446429
1.65,105.0,83.84441431941522
1.98,108.0,94.81579275760589
2.31,116.0,104.83198497295702
2.63,130.0,113.95133855921317
2.96,141.0,123.46840767518215
3.28,146.0,131.48142637659575
3.61,150.0,138.3154169742123
3.94,152.0,143.23725953764503
4.27,155.0,146.1408880608892
4.6,152.0,146.57349579486296
4.94,150.0,145.8248659886395
5.3,147.0,143.94081890822775
5.63,145.0,143.24118191654298
5.96,152.0,144.08418247010303
6.27,149.0,144.14909487658443
8.24,149.0,137.7256454905096
10.3,146.0,127.63535455291525
11.13,149.0,125.43233872913302
11.95,152.0,123.3851524267705
12.72,153.0,120.6889855598744
13.58,156.0,117.5254689497983
14.43,158.0,114.65743625450304
15.29,158.0,111.83267890965305
16.02,159.0,109.46187256528613
16.88,161.0,106.57289286543956
17.73,163.0,103.92363057856669
18.59,162.0,101.37244768720382
19.32,164.0,99.48059243361611
20.18,165.0,97.49190725561596
21.04,166.0,95.5028580885053
21.89,163.0,93.59408132540528
22.63,159.0,92.17056334702538
23.48,155.0,90.63315627004144
24.34,154.0,89.07049855317976
25.19,149.0,87.80238252250159
25.93,153.0,87.75887959955422
26.78,156.0,84.54917280199312
27.64,151.0,82.57324522224347
28.37,158.0,81.01985307948092
29.23,152.0,79.54021410487567
