r_kpc,v_obs,v_model
0.76,206.0,177.48336745365938
2.28,214.0,243.1839191084801
3.8,222.0,273.04550513734404
5.33,224.0,255.1247271958291
6.85,225.0,236.45909945064406
8.0,222.0,222.3700561617295
10.28,220.0,205.0415523926255
12.56,218.0,193.1187876562089
14.91,219.0,180.9381695366935
17.15,217.0,171.6902104212298
19.39,218.0,165.05611548666064
21.64,220.0,162.33005844798979
24.01,222.0,157.4151544451388
26.25,218.0,151.20788784252798
28.5,217.0,144.8001005751367
30.87,207.0,138.47885376464995
33.12,199.0,133.4017442069915
35.36,191.0,128.45037374426968
37.73,193.0,123.9311019034265
39.98,192.0,120.1275228990123
42.22,194.0,116.71340407701646
44.59,196.0,113.39033048328852
