r_kpc,v_obs,v_model
0.23,6.81,27.858541815591796
0.69,20.0,33.200560112910125
1.15,33.0,38.14239574315006
1.59,42.7,42.081204943679516
2.05,49.9,46.03561823185051
2.51,55.5,49.587869441191025
2.97,61.9,52.88724903245616
3.42,67.9,54.885503195332085
3.88,73.1,54.896735210506094
4.34,76.1,54.49138080140382
4.79,77.8,54.22146333873629
5.24,79.0,53.72395054147091
5.7,78.5,52.45488621803236
6.16,79.8,51.26682690202289
7.16,83.4,48.752253796569526
7.52,84.6,48.14753514217836
7.98,86.1,47.30541982691438
8.44,87.5,46.626525476040314
8.9,89.0,45.99188147579202
9.35,90.4,45.46093654594307
9.62,91.2,45.33498919771752
