r_kpc,v_obs,v_model
0.42,14.2,10.093927332530349
1.26,28.6,18.045952852205314
2.11,41.0,23.90008542990521
2.96,49.0,25.64780464311395
3.79,54.8,25.603574207187307
4.65,56.4,24.250326690440648
5.48,57.8,21.90118050682411
6.33,56.5,19.499403257342788
