galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_ceiling_theory,beta_ceiling_theory_median,beta_ceiling_theory_n_valid,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,use_dimension_proxy,d_eff_proxy,d_eff_ratio,d_eff_g_hat,d_eff_sigma_hat,d_eff_signed_delta,d_eff_response,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_d_ref,formula_dim_sensitivity,formula_dim_g_power,formula_dim_sigma_power,formula_d_min,formula_d_max,formula_dim_response_lambda,formula_dim_transition,formula_dim_response_min,formula_dim_response_max,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC6195,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6195_normalized.csv,formula,,420629578762.40283,268205260825.83606,268205260825.83606,False,False,566898308073.0969,1319219388006.4092,3,0.7419841844159571,2.875731407148073,,,gbar_char_logmean,sigma_char_rms,6786.696482982172,7362.152935486702,0.011275663997973447,0.0,0.03662001091819528,3,True,7.455191827368373,0.005292830289351016,13.121839774625297,0.06945167101114769,-4.455191827368373,0.6376281516268134,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,54907.69428738566,18919.669486563485,76.52822758876093,0.18740001495936232,3030882161.237381,137767370.9653355,23,23,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\NGC6195_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\NGC6195_rotation_curve.png,ok,
NGC6503,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6503_normalized.csv,formula,,64800598992.71817,76648778228.70102,76648778228.70102,False,True,76648778228.70102,110466136051.54315,27,0.8454224645221244,5.469245333149517,,,gbar_char_logmean,sigma_char_rms,455.9168646864688,647.0815798473902,0.6538468594989376,0.7700712226356914,0.7581541055902784,27,True,2.8125537545371984,1.2467310859710432,1.1533176349735172,1.4378769475200883,0.18744624546280164,1.2464868886454041,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,223762.87918973708,202838.8118449668,1766.2394824550458,2057.9039104332455,800678570505.5609,26689285683.518696,31,31,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\NGC6503_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\NGC6503_rotation_curve.png,ok,
NGC6674,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6674_normalized.csv,formula,,72403663983.03645,51948368467.94724,51948368467.94724,False,False,80847501414.39311,144213886096.10202,14,0.8955584615030117,8.574734481997655,,,gbar_char_logmean,sigma_char_rms,796.4537696614237,1082.2623934094274,0.6137949180016012,0.594509632443554,0.6890586854844254,14,True,3.330966026095842,0.6774823383617173,1.928956630603079,1.3068340486993133,-0.330966026095842,0.717482591490374,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,178329.72282735957,168311.2223934534,676.090580395698,725.1899730113572,82107478893.44316,5864819920.960226,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\NGC6674_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\NGC6674_rotation_curve.png,ok,
NGC6789,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6789_normalized.csv,formula,,55535216173.561195,60084962411.709114,60084962411.709114,False,True,60084962411.709114,86513556607.53557,4,0.9242781212548237,12.206222779617747,,,gbar_char_logmean,sigma_char_rms,950.1695608947805,914.6273901386023,1.101442166290269,1.0536547602223059,1.1328329590766886,4,True,2.765339854495047,1.3179411174738773,1.6301745117291606,2.1484740176657624,0.23466014550495284,1.3013163806839674,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,257215.70926355818,255396.61211883463,8749.40963979515,6520.423967621287,12149520027.107533,4049840009.0358443,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\NGC6789_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\NGC6789_rotation_curve.png,ok,
NGC6946,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6946_normalized.csv,formula,,218105422239.3688,139070178417.68036,139070178417.68036,False,False,253237424459.49875,502132587042.1893,26,0.8612685218422416,6.208169431185984,,,gbar_char_logmean,sigma_char_rms,3224.3933654391203,3815.497284551094,0.086266422916652,0.0,0.14468360394737023,26,True,5.728641328112594,0.040349903801616,6.800503122812069,0.2743996468080562,-2.7286413281125936,0.6376282487147524,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,109427.04845369908,70203.97376204953,432.8564298711363,0.321965771505458,10424775133.95103,182890791.8237023,58,58,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\NGC6946_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\NGC6946_rotation_curve.png,ok,
NGC7331,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7331_normalized.csv,formula,,175855750751.40353,112130590843.70937,112130590843.70937,False,False,192438888667.6976,327187905646.69305,14,0.9138264722317653,10.604491842199137,,,gbar_char_logmean,sigma_char_rms,3822.9825423705015,5014.101651064085,0.09770154639924128,0.0,0.1812691363305052,14,True,5.769228586338265,0.038468483476730125,8.936820391465762,0.34378592756360554,-2.769228586338265,0.6376282286168821,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,104528.28597915302,61259.01011268535,257.12251140416487,0.5238697690628129,21747468398.77703,621356239.965058,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\NGC7331_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\NGC7331_rotation_curve.png,ok,
NGC7793,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7793_normalized.csv,formula,,178014083607.97604,113506897483.8887,113506897483.8887,False,False,200985809155.55487,299131615735.68066,20,0.8857047388365631,7.749269128227875,,,gbar_char_logmean,sigma_char_rms,4123.389404761905,3508.6778753242224,0.1055199668271683,0.0,0.19342222586839705,20,True,5.410607117484441,0.05865934547078008,6.25364744582469,0.366834865977092,-2.4106071174844406,0.637628749272751,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,109378.80585511863,65429.93510229322,657.2940302248783,0.5557397350162518,10430631584.200998,231791812.9822444,46,46,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\NGC7793_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\NGC7793_rotation_curve.png,ok,
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,formula,,100288767050.51451,63947878998.00604,63947878998.00604,False,False,103747117885.74469,179963413544.0,13,0.9666655719627911,28.999014798867112,,,gbar_char_logmean,sigma_char_rms,3341.8771299975288,4887.148264294687,0.36282287486122533,0.36087575982996467,0.4746030215469122,13,True,4.929308601002436,0.10333544605270265,8.710546635048075,0.900108221895561,-1.929308601002436,0.6376375029697603,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,152144.3206229121,124211.25790636172,573.2421615685439,686.1971275182193,31718687533.17115,1865805149.0100677,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\NGC7814_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\NGC7814_rotation_curve.png,ok,
PGC51017,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\PGC51017_normalized.csv,formula,,52002636645.53188,65338188914.64427,65338188914.64427,False,False,122069786460.76979,122069786460.76979,1,0.42600743519973505,0.7421828457795006,,,gbar_char_logmean,sigma_char_rms,275.5621774891775,254.07000398095437,0.12271056920183043,0.0,0.30057828059096897,1,True,2.8043222768732745,1.2588631931237324,0.45283844454069294,0.5700616502636809,0.1956777231267255,1.256439925537087,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,89533.16531829881,36554.291175149716,1783.1462973524146,0.16715458886052434,2765967161.078515,553193432.215703,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\PGC51017_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\PGC51017_rotation_curve.png,ok,
UGC00128,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00128_normalized.csv,formula,,41729009497.85014,65440822547.10188,65440822547.10188,False,False,68376313681.24233,89780424886.99881,22,0.6102845744563392,1.5659748997745735,,,gbar_char_logmean,sigma_char_rms,148.5613000584862,147.2859645782757,1.0166813835763724,1.0010597547004907,1.0392944965056494,22,True,1.2863727498641886,7.508472570336605,0.2625132682223349,1.9710736737968175,1.7136272501358114,1.568233306627452,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,257818.81126423687,255783.3759175051,2233.010200443606,2113.5062786737435,1541199063688.3315,73390431604.20627,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC00128_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC00128_rotation_curve.png,ok,
UGC00191,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00191_normalized.csv,formula,,78959104058.1646,95227456639.6563,95227456639.6563,False,True,95227456639.6563,117340315881.8968,9,0.8291632145227645,4.853540250166162,,,gbar_char_logmean,sigma_char_rms,771.8001612903225,608.3984930448789,0.6992438950827002,0.7659389460323388,0.7214798000842582,9,True,2.802302752243868,1.2618576963740211,1.0843713265419443,1.3683223041242594,0.19769724775613184,1.258857971805007,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,257984.30951513298,255615.10413753655,4692.299548080374,4687.735018699941,410527083426.40063,51315885428.30008,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC00191_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC00191_rotation_curve.png,ok,
UGC00634,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00634_normalized.csv,formula,,53090198812.852165,73862011243.92744,73862011243.92744,False,True,73862011243.92744,89340209843.81873,4,0.7187754289214128,2.5558770564203415,,,gbar_char_logmean,sigma_char_rms,250.42917462380393,244.05830165626531,0.9645287866465035,1.0110459638597153,0.9897842084301499,4,True,1.7571380662979963,4.315402115040649,0.43499421406531386,1.8771749514079001,1.2428619337020037,1.5671513577648912,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,266815.1745873388,264868.5832529187,2791.3686438248615,2741.5659862456714,126959516308.7761,42319838769.59203,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC00634_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC00634_rotation_curve.png,ok,
UGC00731,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00731_normalized.csv,formula,,32014009242.357178,50207695646.66652,50207695646.66652,False,False,53656865820.363,71018812486.62442,12,0.5966432953713023,1.4791951851166851,,,gbar_char_logmean,sigma_char_rms,111.98871959015825,113.72874023889182,1.2485391671860289,1.2681236952918304,1.276356427560896,12,True,0.8919495817442682,11.941972742059978,0.20270297564608566,2.4206734099000027,2.108050418255732,1.5683039030374737,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,250312.1702655717,248902.17269749523,4444.518868447713,3805.5093330925247,103375378371.7632,9397761670.160292,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC00731_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC00731_rotation_curve.png,ok,
UGC00891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00891_normalized.csv,formula,,47296519085.13796,74152721566.98749,74152721566.98749,False,False,76652018540.65909,103567972112.30553,5,0.6170290096150582,1.6111638351376274,,,gbar_char_logmean,sigma_char_rms,198.90516853932587,179.97916358042096,0.8158841701692104,0.8677925814384377,0.873340520802693,5,True,1.604644120975865,5.163399352302853,0.32078357621312226,1.6563337096482282,1.395355879024135,1.5678261952746662,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,245916.47211265168,240012.22504760395,5015.10808522159,4683.60584774153,604146585883.3503,151036646470.8376,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC00891_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC00891_rotation_curve.png,ok,
UGC01230,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC01230_normalized.csv,formula,,62197644159.504425,85152962797.47307,85152962797.47307,False,True,85152962797.47307,96124143495.46149,10,0.7304225492122296,2.7095090745823085,,,gbar_char_logmean,sigma_char_rms,394.7866162790698,295.7404102142434,0.811559924848354,0.9323113881226236,0.8624460291956838,10,True,2.0374589840827717,3.103098707163644,0.5271091638164558,1.6356717647729535,0.9625410159172283,1.5625791088529757,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,262786.33518929774,249525.74640024637,2565.93040975542,2670.981240581293,6197886063.178765,619788606.3178766,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC01230_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC01230_rotation_curve.png,ok,
UGC01281,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC01281_normalized.csv,formula,,53173873074.67553,83307440454.53311,83307440454.53311,False,False,85311427792.07974,108427871321.98262,23,0.6232913274440843,1.6545712186957098,,,gbar_char_logmean,sigma_char_rms,220.0106,206.2031812560267,0.7263292860122956,0.795900826164301,0.7813808921263156,23,True,1.814835284857441,4.032197164824112,0.3675236210344666,1.4819277027410676,1.185164715142559,1.5666987495445188,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,245947.76189763204,233807.1150341921,7907.5540495628165,6302.412670151726,73277373607.9785,3053223900.3324375,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC01281_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC01281_rotation_curve.png,ok,
UGC02023,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02023_normalized.csv,formula,,98648750457.67818,66766471409.99745,66766471409.99745,False,False,162397345843.34125,219015073027.99887,2,0.6074529724940271,1.5474654752920887,,,gbar_char_logmean,sigma_char_rms,520.4113531353136,526.9971891872327,0.17589989401099992,0.0,0.2872650126756901,2,True,3.4629774355899143,0.5800277475467603,0.9392867465249973,0.544812375887419,-0.46297743558991433,0.6768101075810513,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,108336.83072875832,67934.7000164284,1269.5574537118896,0.16288618742325145,777110370.6594775,194277592.66486937,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC02023_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC02023_rotation_curve.png,ok,
UGC02259,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02259_normalized.csv,formula,,59694493093.043625,71557431190.77351,71557431190.77351,False,True,71557431190.77351,87101438645.92175,8,0.8342179435409991,5.032015897011794,,,gbar_char_logmean,sigma_char_rms,462.5418891887065,425.073541303607,1.0634497711735893,1.0319156145321848,1.0679570885695948,8,True,2.1641513548197095,2.6734007397718393,0.7576244272966549,2.0254337044040933,0.8358486451802905,1.5565608539651172,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,275778.6561668491,275494.4931481838,3540.288149611124,3204.675857224609,165788986216.23712,23684140888.033875,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC02259_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC02259_rotation_curve.png,ok,
UGC02455,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02455_normalized.csv,formula,,4.145964427944158e-12,2.6435836348796562e-12,2.6435836348796562e-12,False,False,inf,inf,0,,4.145964427944158e-12,,,gbar_char_logmean,sigma_char_rms,2700.505703032457,2531.3435190963633,0.0,0.0,0.0,0,True,27.223011520895508,4.203618054900308e-13,4.511707969555073,1.8965497079259314e-12,-24.223011520895508,0.6376281516217733,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,35.37808204018852,33.10474494883046,1.0790784060976484,1.1711010342629669,755.7110788807568,107.95872555439382,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC02455_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC02455_rotation_curve.png,ok,
UGC02487,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02487_normalized.csv,formula,,73759701581.78336,47621286573.17486,47621286573.17486,False,False,78457054097.06612,128494700134.6318,17,0.9401283597843062,15.702398604704952,,,gbar_char_logmean,sigma_char_rms,1511.1649415277432,1831.535516401697,0.6476112906029534,0.6994492207033725,0.7152572340369417,17,True,3.746433473810444,0.4155480498162983,3.2644140645211785,1.3565208983046715,-0.7464334738104439,0.6456274300455688,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,175274.02606334497,169747.31197221705,485.7661126016707,500.3923112295696,56817797871.83283,3551112366.989552,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC02487_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC02487_rotation_curve.png,ok,
UGC02885,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02885_normalized.csv,formula,,98450091869.68655,62881674846.98253,62881674846.98253,False,False,107221831747.46265,181896104349.32657,16,0.9181907291190847,11.223553507225837,,,gbar_char_logmean,sigma_char_rms,1328.7440595329742,1924.8305680969843,0.41047842625761743,0.39020644376010316,0.4978192151111958,16,True,4.09670870637148,0.275203202250048,3.430697314928828,0.9441388870190549,-1.09670870637148,0.6387162637716565,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,3.0,0.85,1.0,1.0,,,0.45,0.35,,,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,160401.6516013899,142078.65602330296,487.6274807727872,556.4467747793261,4888451068.926197,271580614.9403443,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\tables\UGC02885_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_114817_formula\figures\UGC02885_rotation_curve.png,ok,
