galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,0.35,2.034638242641633,19.55186144552288,25.28,7.7,5,22.85,0.31,4.300134098843159,0.23255088725466128,0.0,1.0,0.03463824264163318,0.03463824264163318,0.1309325571853734,100.0,2.70521812366474,2.439565508868829,19.703470908877616
UGC05750,2,4.82,22.85,13.835,18.03,0.35000000000000003,2.0040949974021585,41.681157619043795,68.21666666666665,9.233333333333333,6,22.85,0.31,4.300134098843159,0.23255088725466128,0.030543245239474714,0.8769195268979102,0.03463824264163318,0.030374951349875983,0.6785929300236373,100.0,0.3545283779249384,2.2147009072539623,41.73995448694409
