r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.32,24.4,35.9,0.0,12513.62,-12611.919921875005,43.25808857031914,2.243864187956575,0.47808331202149235,-54694.42343786108,-42180.803437861076
0.64,43.3,16.3,0.0,8477.805624999999,-9399.796223958334,85.66881296176864,2.41506860729668,0.6294089606143416,-53571.441900041835,-45093.636275041834
0.96,45.5,16.1,0.0,6497.750416666668,-4897.679077148435,86.78723654112922,2.419818968632422,0.6329131706815165,-34817.85097227431,-28320.10055560764
1.28,58.5,15.4,0.0,5343.291015625001,-3218.6787107819728,90.40502704823746,2.435361067284359,0.6441482487972169,-26130.07731764984,-20786.78630202484
1.61,68.8,7.61,0.0,4405.609254658385,-2706.496819574533,104.10895144964094,2.4972527105283455,0.6855796048793615,-23413.957586726032,-19008.348332067646
1.93,76.9,10.3,0.0,3584.0680829015546,-1624.4205147638756,97.4680161075615,2.4665930087637995,0.6656961426469296,-16789.686470043536,-13205.618387141982
2.24,82.0,8.09,0.0,3382.224330357143,-793.5094680550799,68.48056286902708,2.3444902203975375,0.5732254411048222,-8370.041787032551,-4987.817456675408
2.57,86.9,7.6,0.0,3076.2220233463036,-987.566151041865,94.2196324273508,2.4520705897896495,0.6558439563078969,-10767.297216818502,-7691.075193472199
2.89,97.6,3.03,0.0,2740.306332179931,-522.321356572057,71.14341535811458,2.355193979451823,0.58226452779518,-5715.843770504787,-2975.5374383248563
3.21,100.0,5.31,119.8152399836931,2741.936355140187,236.8344563594278,36.73824897493558,2.2170761351403336,0.4493584355669926,1730.2417546261586,4472.178109766346
3.54,107.0,7.51,166.25315943411465,2894.248728813559,496.1183168467051,76.67372198096739,2.37764885123433,0.6006098945994606,4913.692802775465,7807.941531589024
3.85,113.0,7.32,170.57362748247314,3059.4520779220784,485.6508320381636,77.08220243381777,2.379321746275741,0.6019439370957361,4497.784907150523,7557.236985072602
4.17,117.0,5.21,143.90145828257815,3200.208752997602,261.38483738483677,45.782111032387334,2.254062504685534,0.488620825187143,1765.6496872548155,4965.8584402524175
4.5,119.0,5.67,126.26634453587229,3229.3522222222223,104.24740202730875,16.91188314038838,2.1268399840817973,0.340450925330959,313.57883610035685,3542.9310583225792
4.82,127.0,5.39,126.48444142864048,3267.9695643153527,44.64121151771553,6.116476570199082,2.0617749004989077,0.24878901693062944,51.18270197410444,3319.152266289457
5.15,132.0,4.34,129.39561933713009,3258.3690097087374,-18.00758961819683,2.164873171847353,2.0276741554943274,0.19576779594425056,-7.25710608942289,3251.1119036193145
5.46,134.0,2.36,132.48157647846017,3256.4447069597068,-40.01600376682147,6.265615301856621,2.0628752951319873,0.25044045609743504,-41.908423769580125,3214.5362831901266
5.78,137.0,0.89,131.75751597056006,3233.15892733564,-87.00640687863985,18.434864135210855,2.134606397030645,0.3506164323692352,-229.69127772795937,3003.4676496076804
6.1,140.0,2.84,127.20519877329224,3200.7606065573773,-132.84299623595322,33.16719616351246,2.20202480478703,0.4325306495324931,-548.1110008274118,2652.6496057299655
6.43,142.0,0.88,91.31640023250951,3146.8109797822704,-273.46327619545764,71.9557504143812,2.3584718443038106,0.5849941315904008,-1849.9703963570971,1296.8405834251732
6.74,144.0,1.23,0.0,3025.7441097922842,-491.6509324301518,109.38867350681124,2.5227135006116304,0.7011895731913504,-3666.70863956201,-640.9645297697257
7.06,146.0,1.57,0.0,2837.070892351275,-540.4982914973177,119.26677514007348,2.5735644588157505,0.7300849089754999,-3981.9870489946543,-1144.9161566433795
8.04,147.0,3.0,0.0,2323.0963308457717,-454.76311046613955,126.04497718564534,2.611482834333112,0.749797477274393,-3414.6011837647766,-1091.5048529190049
9.04,148.0,3.0,0.0,1936.6399336283187,-316.41109370973857,123.38775056529836,2.5962807047365706,0.7420734279359424,-2458.084485057935,-521.4445514296165
10.04,152.0,2.0,30.31835781280928,1690.2741434262946,-208.41891156053623,115.41285195750825,2.5531685163098623,0.7188469123582008,-1598.720077642875,91.55406578341967
11.04,155.0,2.0,62.535709950181314,1519.8021105072462,-158.5925529318903,111.92183265555246,2.535323053864211,0.7086310767370771,-1165.5706776292384,354.2314328780078
12.05,156.0,2.0,61.394412534126076,1371.5031120331948,-146.88913237315248,117.36934446208015,2.5634265090927277,0.724556278155581,-1058.7002995509993,312.8028124821956
14.05,157.0,2.0,37.24346720898994,1077.665822064057,-139.33663527993886,131.6153398098993,2.6449610744108227,0.7660016180330323,-978.9415622955795,98.72425976847751
16.07,153.0,2.0,37.51908066422042,811.3698382078406,-106.67853295401076,136.85357060424724,2.6787536881785177,0.7812938663752553,-723.7729860679353,87.59685213990531
18.13,153.0,2.0,62.40963840045656,642.4174076116933,-67.52686570091358,133.34488020624545,2.6558501802041268,0.7710425933538789,-427.58216407745493,214.83524353423837
20.05,154.0,2.0,73.36790718546399,542.6129127182046,-47.050187135681135,129.97219895040288,2.6348424142466005,0.7612178760248032,-274.14160075935877,268.47131195884583
22.12,153.0,2.0,72.94879962642021,454.6871609403255,-38.89646414154057,133.0933036821771,2.654250527531605,0.7703089156953812,-214.11178268826382,240.57537825206168
24.03,150.0,2.0,74.85070929596137,387.8049854348731,-30.05874102834571,132.5259407943203,2.6506628140963535,0.7686548569251107,-154.65356295844714,233.15142247642598
26.1,149.0,2.0,77.2969552309516,335.05337164750955,-22.424924762736172,130.15336900316944,2.6359476400598725,0.7617451094324859,-106.1330924147228,228.92027923278675
28.16,148.0,2.0,77.24233706906038,295.19004616477275,-18.715388939019302,130.97335740820495,2.6409820995374647,0.7641320415371435,-83.31580483343967,211.87424133133308
30.08,146.0,2.0,75.45551528443124,260.5661236702128,-16.6773630421538,133.70490440990565,2.658148943757716,0.7720928151757765,-71.28637676731928,189.27974690289352
32.14,147.0,2.0,74.84890090591482,228.8141412570006,-13.563988263450597,133.33617470358303,2.655794734886065,0.7710172027136448,-54.503065749114654,174.31107550788596
34.06,148.0,2.0,75.98590534893405,206.58145038167936,-10.08122271241912,128.23342002528577,2.6243617770033296,0.7561598724766646,-37.0612562625612,169.52019411911817
36.12,148.0,2.0,76.33501434056274,188.69087486157255,-8.049183102433135,125.16973541450903,2.6064244820993623,0.7472534051804886,-27.36655552674642,161.32431933482613
38.19,149.0,2.0,75.94180637672466,173.33832416863055,-6.941992267754346,124.86221371297678,2.6046592892275564,0.7463595352810211,-22.326070810161365,151.0122533584692
40.1,150.0,2.0,76.13368867247561,161.06174563591023,-5.564473006430957,120.59597282108506,2.580783561081393,0.7339539996913542,-16.51464960405382,144.5470960318564
42.17,150.0,3.0,75.18550122901611,151.19172160303532,-5.7722781764478155,126.96507482085175,2.6168565858994786,0.7524721310010917,-17.142407041537,134.0493145614983
44.08,149.0,3.0,71.80129629058172,138.08807849364794,-6.86054613056932,138.00423821490585,2.6865203630346297,0.7846648560716566,-21.131949886390597,116.95612860725734
