r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.28,11.9,7.89,99.05682014997079,141.39607142857142,383.2844688430603,89.51125661509414,2.4314952432802506,0.6413862647283949,34902.36685079878,35043.76292222735
0.87,34.8,7.89,98.90492480256013,367.533908045977,328.1234244916912,90.81999598869072,2.4371620467466646,0.6454277065278862,10876.3559197702,11243.889827816176
1.46,58.5,8.68,87.89696783478315,528.581712328767,221.0091312549595,77.01734919993008,2.379055999634137,0.6017323167395451,4763.114831882811,5291.696544211578
2.05,81.5,14.2,68.94884249652611,628.3246829268292,118.46745208099324,51.95856307298782,2.2787683965394083,0.513274866374222,1690.6718446881787,2318.996527615008
2.35,91.8,17.5,22.81915313208399,634.017744680851,-53.040209830669674,24.62221294514966,2.164295106431458,0.3880527190144226,-412.4374256742559,221.58031900659512
4.76,114.0,8.68,0.0,484.58571428571435,-48.73593173622537,63.2832892994736,2.323741490645269,0.5551427838058405,-491.1439849971425,-6.558270711428179
7.86,116.0,8.68,28.593759345215744,365.4827608142493,-30.424841422653426,81.00800986809205,2.3955186015197087,0.6146318363998996,-261.4620135506217,104.02074726362758
8.7,117.0,16.6,32.25877991080587,364.71183908045987,-29.742967324751767,85.66072763270718,2.4150343541576453,0.6293835719319154,-245.09932398461933,119.61251509584054
10.18,118.0,51.9,0.0,296.4790766208252,-44.5404764310413,124.85927383122942,2.6046424440913656,0.7463509899207307,-422.9099369835752,-126.43086036275002
10.47,118.0,40.3,0.0,285.8751957975167,-36.565106287270524,119.06899722346317,2.5724986896669835,0.7295089610123945,-335.4808002956409,-49.605604498124194
