r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.45,18.9,9.78,84.10390282208134,9443.858,1497.617960758008,6.7810393783950795,2.0666082556852365,0.2560157701919481,6274.956377569111,15718.814377569111
1.34,58.3,10.5,112.5557184454754,10776.737985074627,-543.9242555549969,6.330098505965945,2.0633481717557527,0.2511490193544834,-1322.4172725543795,9454.320712520248
2.23,74.1,5.69,0.0,8475.672825112106,-2206.6461598661836,74.14070134917105,2.3673215562270262,0.5922748738142595,-15202.799991939994,-6727.127166827888
3.12,119.0,4.27,0.0,6848.907820512821,-1270.3730041048414,73.95645837038853,2.366573335115705,0.5916642799749456,-9403.023528335067,-2554.115707822246
4.01,141.0,3.76,141.45779338102412,6214.408877805488,-304.69206839174797,24.62454933008407,2.164305860395225,0.38806588059065716,-1224.307304681171,4990.101573124317
4.9,195.0,4.54,197.65564493542087,6306.555938775509,358.54424496965134,36.93131664614563,2.2178810236286264,0.45024413260115603,1666.4550764973803,7973.011015272889
5.79,227.0,4.2,228.44517452916685,6852.617633851468,440.6207605441157,50.08277016784894,2.271293625145022,0.5059438873022045,2160.71531358575,9013.332947437219
6.69,246.0,4.24,217.9645462088264,7095.267100149476,24.909776934735458,1.7256706961610075,2.022948002274249,0.18812990573093563,6.159417641198798,7101.4265177906755
7.58,268.0,5.56,225.96391907202388,6897.206134564644,-109.3757702841537,13.281633797010114,2.107305059070441,0.31417243624249813,-161.09891525222142,6736.107219312423
8.47,283.0,2.96,239.78438397669646,6900.578229043683,-91.06531498538557,12.096231373571257,2.100538728665611,0.30482828141072593,-112.31957507865313,6788.258653965029
10.23,291.0,9.81,251.6433785219093,6655.8830498533725,-174.93706588383043,35.50173123500605,2.2119008306611545,0.44362936150331966,-465.8156056773282,6190.067444176044
12.06,310.0,4.74,249.63395398926335,6272.554162520732,-282.36787452782687,70.31784105285044,2.3518689789611895,0.579477329330247,-1105.2978619972116,5167.25630052352
13.44,310.0,20.4,241.7103402531228,5749.4821726190485,-328.1696054834447,90.11638057627536,2.4341106342268293,0.643257197475031,-1402.4666528809237,4347.015519738125
15.18,310.0,16.1,248.42820382890176,5248.664993412384,-284.95020770219253,94.1565335792509,2.4517912745384933,0.6556516465342838,-1183.014633883112,4065.6503595292725
16.83,314.0,13.5,239.23994262060637,4783.500968508616,-326.0605819879526,111.71351569544159,2.534275714759329,0.708020112939632,-1382.683966422399,3400.817002086217
18.56,317.0,12.7,229.1959595864063,4146.580226293105,-311.2492718832057,120.84364636583402,2.582139777108845,0.7346746535864694,-1316.2576028699589,2830.322623423146
20.3,319.0,10.4,241.43406450008345,3703.4659950738915,-206.5432050410576,111.05687743421028,2.5309867594643363,0.7060931646497677,-832.0173497029333,2871.4486453709583
21.94,318.0,10.8,250.67107458864854,3448.4641932543295,-156.16217045005607,104.34742790692665,2.49838056235416,0.6862880447971368,-584.4720494335552,2863.9921438207743
23.68,317.0,9.3,239.4932729716288,3175.637858952702,-194.58687723742733,122.62525419162647,2.592001519468745,0.739856523749034,-753.466076914564,2422.171782038138
25.41,317.0,7.23,221.953733152999,2773.247729240457,-216.43963953935517,134.73393115318265,2.6647824514822758,0.7750964943316614,-834.5047280380682,1938.7430012023888
27.06,312.0,8.39,215.8788427779906,2444.071877309682,-189.94269196703087,136.70040849318434,2.6777297867405467,0.7808455404409347,-721.8370377248931,1722.234839584789
28.8,312.0,8.37,207.64859219398915,2129.342003472222,-168.96014327348993,139.32584053321526,2.6956080009249304,0.788543279226446,-632.1913840227222,1497.1506194495
30.53,311.0,11.5,202.39577029414278,1857.7801801506714,-140.30507272090162,139.59675427172908,2.6974936935231213,0.7893392620504659,-516.0164122843302,1341.7637678663414
32.18,310.0,14.5,201.23929284105566,1655.1108576755748,-110.68693678279335,137.44774067233976,2.682747627315509,0.7830339054860216,-396.6505412315673,1258.4603164440075
33.91,313.0,15.9,198.06546622752796,1483.6583338248304,-93.81231696354838,137.32924400680483,2.6819483108787923,0.7826867789649044,-326.7745558263632,1156.8837779984672
35.65,320.0,8.83,193.8937090249973,1329.582117812062,-81.16241944582448,137.8039092534142,2.685158637348236,0.7840776019622914,-275.0303534510436,1054.5517643610185
37.3,321.0,7.88,191.08688540444257,1208.5177319034854,-69.82336116964169,137.49213001448092,2.683047416018229,0.7831639544629287,-229.58481572196877,978.9329161815166
39.03,320.0,8.0,186.94087636407474,1093.579157058673,-61.939413090486404,138.29942108730626,2.688534329693638,0.7855304671901694,-198.19378027752333,895.3853767811497
40.76,315.0,9.82,183.99465767706258,994.2073626104024,-52.884255073105294,137.68547880320864,2.6843555278446747,0.7837305046199496,-163.63734166586258,830.5700209445398
42.41,312.0,9.07,180.67851329178677,914.8303749115773,-48.107265272015205,138.5744621827806,2.6904189656995996,0.7863373395815415,-145.0891543190197,769.7412205925576
