r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_struct,a_total,struct_to_bar_ratio,sigma_flip_severity
0.6,16.0,3.53,14.937502621640503,14.318536936433135,341.7008333333333,197.06208289427465,98.54945927757831,0.8927568121172469,91.01368445734977,2.0964581413333683,0.47259981568003356,0.28769282823144793,0.22353987495961808,135.42181132531434,30.272174770465757,30.18080761919484,371.8816409525282,0.08832523855412973,0.7242032651929161
0.73,16.6,4.83,17.139172251024576,16.375066412079065,367.318904109589,137.492666666667,140.7708866352673,0.9674135090078713,99.09797102334208,2.1443104262577677,0.518538009207457,0.32010354527353435,0.2677868797942093,131.32700805924893,35.16764972089525,35.080034863412116,402.3989389730011,0.09550293891759791,0.7242032651929161
0.85,18.6,2.5,18.746637232250677,17.879119105817267,376.07400000000007,158.19254682694987,165.96262066654216,0.984222512111053,103.56561307277629,2.172984659757686,0.5460652733673784,0.3400202862676444,0.31239068283142873,119.91953866683434,37.4617465689623,37.38059707953803,413.4545970795381,0.09939691943219699,0.7242032651929161
0.98,20.0,7.58,20.651042355507837,19.968217246414362,406.8670408163265,211.10713678844482,138.92211741871535,0.9656414695063394,101.42942134840152,2.1599616143196787,0.5335631497468916,0.3309286299060035,0.28322121235024256,99.94332192045728,28.306068800622484,28.30188813161088,435.1689289479374,0.06956053278272717,0.7242032651929161
1.07,21.4,4.03,21.814733864338404,21.26249750146958,422.51757009345795,125.9586701563744,106.57025064224507,0.9141421489608365,98.54409796440329,2.1444114684428035,0.5186350097050914,0.32017307594703687,0.2640784341687983,84.19001259867926,22.23276669971062,22.23253604851657,444.7501061419745,0.05261919887277752,0.7242032651929161
1.54,28.9,2.74,27.419820963360706,27.1146086086449,477.40389610389616,61.85956665514063,60.11556754835518,0.7041912645207118,96.13540847018277,2.148839139610634,0.5228855740262085,0.3232244393654825,0.24586622603457142,43.95955510119036,10.808169910888466,10.808169910879878,488.21206601477604,0.02263946733334017,0.7242032651929161
2.02,32.9,2.65,31.175572632323938,31.18002565746218,481.28415841584155,-24.266667215684404,-1.3741886049454806,-0.020012000672204315,71.62108061469519,2.1654437404647804,0.5388259908461892,0.3347464808253192,0.19373104417376955,-0.709545105646178,-0.1374609142052217,-0.1374609142052217,481.1466975016363,0.0002856127960970531,0.7242032651929161
2.49,35.2,2.88,33.42786438733917,33.63529247680181,454.35056224899597,-74.08086864249957,-44.21694573378602,-0.5676220023095598,99.82777406351062,2.209488765489294,0.5811092148697223,0.3659127740238143,0.2454940392274063,-22.756803614472386,-5.586659639221666,-5.586659639221666,448.7639026097743,0.012295923243596804,0.7242032651929161
2.96,37.6,3.05,34.48381293679648,34.90671138907245,411.64814189189195,-96.34164397805846,-71.00858991320227,-0.7755954207146648,111.02598120612308,2.260472993359453,0.6300540736250748,0.4030832131107521,0.34078181260300944,-29.09163601480456,-9.913900452712088,-9.913900452712031,401.7342414391799,0.024083433018567614,0.7242032651929161
3.43,40.6,3.68,34.70699003707984,35.32418010371932,363.789416909621,-88.25511548782826,-79.11860094880339,-0.8185278861454474,118.2185275749803,2.3171687534162344,0.6844820032795851,0.4457961480568043,0.4466746286153361,-28.21141734086761,-12.601324363444292,-12.601324363277213,351.1880925463438,0.03463906253782381,0.7242032651929161
3.9,42.7,3.25,35.112022922092294,35.80341464162322,328.6883333333334,-72.09865424194065,-75.59617915916334,-0.8008712802652055,121.02412845265088,2.351555858530105,0.7174936241889008,0.4724095895963768,0.5058599272065077,-24.852499665860307,-12.571883671871854,-12.571883671401444,316.11644966193194,0.03824864589358396,0.7242032651929161
4.37,45.5,2.99,35.36593903478122,35.96655251758222,296.0166819221968,-64.81672239369004,-66.3095286258443,-0.7468438619321558,120.85008902269165,2.3712046592806146,0.7363564729093901,0.4878562495380864,0.47468518784602076,-20.653580595091956,-9.803948784474155,-9.803948784471007,286.2127331377258,0.033119582046786875,0.7242032651929161
4.86,48.9,1.96,35.48931417623277,35.986336295877635,266.4642798353909,-56.46875969429924,-56.79035489532035,-0.6789349814040618,118.9879402945834,2.3818613039833076,0.7465868518239753,0.4963067585314799,0.43974681321913534,-16.622443422059792,-7.309666522766173,-7.30966652276617,259.15461331262475,0.027432069045079575,0.7242032651929161
5.34,51.5,1.53,35.49177510822882,35.891951744088814,241.24198501872658,-49.90839131146328,-48.66847525588827,-0.6099506284465452,116.27807539222414,2.3867135767918555,0.7512450337201813,0.5001715067711908,0.4027712187854421,-13.281626434464771,-5.349456866462321,-5.349456866462321,235.89252815226425,0.022174651173697314,0.7242032651929161
5.81,53.0,1.86,35.369274258437535,35.67475437897225,219.05130808950085,-40.659246835208506,-40.778112312307115,-0.5327103465275825,112.38157907405581,2.3845608378821193,0.7491784043668345,0.49845557668509516,0.3625135731444349,-10.304101537324819,-3.7353766663386847,-3.7353766663386847,215.31593142316217,0.017052519333241985,0.7242032651929161
6.28,55.0,1.48,35.49188747014667,35.70686208559918,203.02229299363057,-31.48925604478025,-33.21949367624347,-0.44930778545540245,107.28723582599065,2.3727383786127794,0.7378288434682682,0.4890692994249297,0.31751741260742444,-7.675953875255951,-2.4372490137652023,-2.4372490137652023,200.58504397986536,0.012004834433239396,0.7242032651929161
6.75,57.6,0.99,35.6215450795612,35.760271251767655,189.4514074074074,-25.36490767578429,-26.05633134510667,-0.362275930062465,101.17022228537762,2.35013658901372,0.7161311254531713,0.47130060001367463,0.27018038327220734,-5.429857240453556,-1.4670409103391118,-1.4670409103391118,187.9843664970683,0.0077436263490345296,0.7242032651929161
7.22,59.7,1.19,35.876983722514794,35.96768549684563,179.17927977839335,-18.675666513981003,-20.717205341614,-0.29290441936196226,96.012278991385,2.3290595662854816,0.6958971836340624,0.4549384849639865,0.23171685730383992,-3.895072137062376,-0.9025538745718454,-0.9025538745718454,178.2767259038215,0.005037155387820182,0.7242032651929161
7.69,60.5,1.26,36.29361763237969,36.35770069737634,171.89628088426525,-14.092579655779316,-17.202792624930478,-0.24543923247917918,92.50086304102857,2.3164630150022534,0.6838044944021633,0.44525554326820743,0.2050675796921997,-2.9523200036998336,-0.6054251176355909,-0.6054251176355909,171.29085576662965,0.003522037326729556,0.7242032651929161
8.16,61.8,1.33,36.746203270144186,36.796836820574676,165.9322549019608,-13.963616817745127,-15.13219847068604,-0.21689569284030966,90.65462283490737,2.3159715283634434,0.6833326672289057,0.4448791909818465,0.18938216482211684,-2.4096320133522293,-0.45634132711332115,-0.45634132711332115,165.47591357484748,0.0027501664902670284,0.7242032651929161
8.64,62.9,1.35,36.97186586708704,37.021216889778216,158.63084490740738,-13.917192461362642,-14.893624218167094,-0.21358190747832068,91.35937598477835,2.3391395283116405,0.7055739471791749,0.46273854111961443,0.18714132202228317,-2.2584154848215325,-0.4226428595050972,-0.4226428595050972,158.2082020479023,0.002664317016814417,0.7242032651929161
9.11,63.0,2.09,37.2427933861566,37.29874662773536,152.7109220636663,-15.011936904562111,-16.175453056125626,-0.23132691697056149,94.12574730447598,2.3812618833926797,0.7460114080569725,0.49583006864099227,0.19155302104663696,-2.3901008706360667,-0.4578310423765358,-0.4578310423765358,152.25309102128975,0.00299802421568565,0.7242032651929161
9.58,64.5,2.38,37.142298864105456,37.20884303495609,144.519624217119,-17.482795251386268,-18.017683496919453,-0.2565599999381738,97.39466338641037,2.4247266018894083,0.7877375378138319,0.5308161137243046,0.19800381280122598,-2.608306349936942,-0.5164546022411632,-0.5164546022411632,144.00316961487783,0.003573594970254918,0.7242032651929161
10.05,65.6,1.08,36.93230961230024,37.007901858927376,136.27709452736318,-20.50172384557197,-19.760880175530737,-0.28011945513396574,100.10439854650086,2.455814864014538,0.8175822694539563,0.5563633040710886,0.19932487834639934,-2.7901681171501664,-0.556149920516959,-0.556149920516959,135.72094460684622,0.004081022730965834,0.7242032651929161
10.52,67.5,3.22,36.2177507330808,36.29888428037424,125.24800380228136,-23.174769021714265,-20.982653441089347,-0.29643489019066066,101.8880402163854,2.474596664262905,0.8356127976923889,0.5720089846707571,0.19479848750436998,-2.8710237655214663,-0.5592710871126826,-0.5592710871126826,124.68873271516868,0.004465309386893738,0.7242032651929161
10.99,66.8,2.37,35.39183808681371,35.472186287287116,114.49281164695178,-22.633175854419076,-21.290508107664735,-0.3005192418488156,102.49425894696724,2.4844141194803058,0.8450375547010935,0.5802505514297209,0.1848545490542309,-2.80268398476786,-0.5180888841457778,-0.5180888841457778,113.974722762806,0.004525077833690536,0.7242032651929161
11.46,66.8,0.95,34.44577757334711,34.518524012477705,103.9728184991274,-21.120803232355144,-20.467071068414125,-0.28957029609493734,101.82207934935802,2.488878793468811,0.8493236417300584,0.5840129578868921,0.170153195791559,-2.5728315590048694,-0.4377755119980575,-0.4377755119980575,103.53504298712934,0.004210480376268984,0.7242032651929161
11.94,66.6,0.96,33.51644506597722,33.57783346197309,94.42804857621441,-19.022068584263206,-18.799325865578297,-0.2671636176188451,100.19660311840566,2.4908231560022873,0.8511902297621958,0.5856542970854098,0.1538655733106153,-2.2419503318453025,-0.34495897314330165,-0.34495897314330165,94.0830896030711,0.0036531409714386748,0.7242032651929161
12.41,66.8,0.99,32.598863910822885,32.650298620380184,85.90185334407737,-16.384538649318927,-17.268281935556,-0.24633539657791587,98.65800904034691,2.4928300573299853,0.8531168550367858,0.5873502190707456,0.13809312749060615,-1.958336807618168,-0.2704328544439623,-0.2704328544439623,85.6314204896334,0.0031481608822718854,0.7242032651929161
12.9,66.3,0.74,31.829663420482195,31.86244968611171,78.69889147286823,-14.836043007535116,-13.04412128908497,-0.18773074974627385,93.77655481949654,2.4820045744245824,0.8427243914475991,0.5782237539082821,0.11861726952533531,-1.3647087554175685,-0.16187802626495063,-0.16187802626495063,78.53701344660328,0.002056928925106772,0.7242032651929161
13.37,66.1,1.31,30.933745912249936,30.95293524045821,71.65925205684367,-14.977956204307603,-9.239707572232328,-0.13376721807802955,88.77839080629983,2.454234392447904,0.8160650167499879,0.5550540005831931,0.1,-0.8882302440989411,-0.08882302440989412,-0.08882302440989412,71.57042903243378,0.00123951927836255,0.7242032651929161
