galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC2841,3.44,285.0,289.9312589218348,14.4,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,2973081534.858096,31.15743,1,289.9312589218348,0.017302662883630866,0.006376332287222269
NGC2841,3.77,297.0,286.07929722368937,13.6,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,2973081534.858096,31.15743,1,286.07929722368937,0.03677004301788092,0.013550400540906001
NGC2841,4.13,303.0,284.22515177232293,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,2973081534.858096,31.15743,1,284.22515177232293,0.061963195470881416,0.02283451550536924
NGC2841,4.47,306.0,282.78312361242496,5.93,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,2973081534.858096,31.15743,1,282.78312361242496,0.07587214505743478,0.027960205402153285
NGC2841,4.8,307.0,281.6261658653187,5.93,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,2973081534.858096,31.15743,1,281.6261658653187,0.08265092552013459,0.03045830393317165
NGC2841,5.13,304.0,281.0518416591501,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3581462015049404,2.3275832511957577,-0.022538984206704065,0.67219719136854,0.03923732976915455,0.3744764038709383,0.3744764038709383,2977027134.6093874,32.128164000000005,1,281.0518416591501,0.075487362963322,0.028268236220205075
NGC2841,5.48,308.0,281.0117926351134,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.352057711212412,2.319651443432323,-0.022260511360973956,0.669257363056574,0.04201294164972352,0.3879322258143293,0.3879322258143293,2985936553.4026256,34.320144000000006,1,281.0117926351134,0.08762404988599543,0.03399219270714003
NGC2841,5.83,313.0,280.55263213878425,12.7,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3459692209198835,2.3117196356688883,-0.02198203851524385,0.6663175347446082,0.04478855353029249,0.4013880477577203,0.4013880477577203,2994845972.1958637,36.512124,1,280.55263213878425,0.10366571201666375,0.041610177765782706
NGC2841,6.16,314.0,280.233626461922,9.32,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.340228644358357,2.3042410740633645,-0.02171947840355546,0.6635456966218976,0.04740555901768609,0.41407496559006035,0.41407496559006035,3003246281.343774,38.57884800000001,1,280.233626461922,0.10753622145884723,0.04452805720025727
NGC2841,6.51,315.0,282.3840592172299,6.78,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3341401540658286,2.29630926629993,-0.021441005557825354,0.6606058683099317,0.05018117089825506,0.42753078753345136,0.42753078753345136,3012155700.137012,40.770828,1,282.3840592172299,0.10354266915165114,0.044267678885721015
NGC2841,6.86,317.0,284.37957257862246,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3280516637733,2.288377458536495,-0.021162532712095245,0.6576660399979659,0.052956782778824034,0.4409866094768424,0.4409866094768424,3021065118.9302506,42.962808,2,284.37957257862246,0.10290355653431402,0.045379090499175705
NGC2841,7.18,320.0,285.497386678057,7.63,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.322485044077274,2.2811255200099265,-0.020907928967427717,0.6549781969698828,0.055494485069629944,0.45328907525365697,0.45328907525365697,3029210873.255497,44.966904,2,285.497386678057,0.10782066663107184,0.04887393027043139
NGC2841,7.51,316.0,286.64103840866886,20.5,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3167444675157474,2.2736469584044023,-0.02064536885573933,0.6522063588471722,0.05811149055702354,0.465975993085997,0.465975993085997,3037611182.403407,47.033628,2,286.64103840866886,0.09290810630168081,0.043292947099665094
NGC2841,7.85,318.0,288.61413842707015,23.4,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.31082993408872,2.265941773719923,-0.020374852377030083,0.649350525629834,0.06080779924100483,0.4790473629738626,0.4790473629738626,3046266046.3739815,49.162980000000005,2,288.61413842707015,0.09240836972619451,0.044267985834047195
NGC2841,8.21,321.0,289.92085747665686,8.48,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.304567486930691,2.2577833428775334,-0.020088423164279116,0.6463267022232405,0.06366271431816149,0.4928876369727791,0.4928876369727791,3055430019.9898834,51.41758800000001,2,289.92085747665686,0.09681975863969824,0.047721262048195684
NGC2841,8.57,323.0,289.8394476257502,8.66,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.296910946629206,2.251214295802148,-0.019745218773180445,0.6416039075729789,0.06690855809410319,0.5042046009307973,0.5042046009307973,3006457565.8518248,60.38336286679178,2,289.8394476257502,0.10266424883668665,0.051763786614561665
NGC2841,8.9,321.0,289.1324277904504,12.7,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.2885415087114493,2.246732857871547,-0.01937559689660782,0.6356282951050655,0.07026274341349144,0.5121332769717294,0.5121332769717294,2905229182.6636944,75.10543010131336,2,289.1324277904504,0.09927592588644742,0.05084250524862886
NGC2841,9.24,323.0,287.4796989354205,11.0,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.2799184514628514,2.2421156187915336,-0.01899477435710875,0.6294716034714577,0.0737185707122551,0.5203022159229926,0.5203022159229926,2800933272.712288,90.27362058536588,2,287.4796989354205,0.10996997233615939,0.05721762029149393
NGC2841,9.6,323.0,285.42702149586324,10.4,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.2707881555525713,2.237226777412696,-0.018591550491756797,0.6229527535064613,0.07737768196976955,0.5289516806949185,0.5289516806949185,2690502309.234328,106.3340575684803,2,285.42702149586324,0.11632501084872061,0.061530309995285394
NGC2841,9.93,322.0,284.0806626646734,13.6,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.2624187176348145,2.2327453394820953,-0.018221928615184173,0.6169771410385478,0.08073186728915781,0.5368803567358506,0.5368803567358506,2589273926.046198,121.05612480300188,2,284.0806626646734,0.11776191719045524,0.0632240601111093
NGC2841,10.27,321.0,283.18853454898203,13.6,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.2537956603862166,2.228128100402082,-0.017841106075685106,0.6108204494049401,0.08418769458792147,0.5450492956871138,0.5450492956871138,2484978016.094791,136.22431528705442,2,283.18853454898203,0.11779272726173821,0.06420284303107471
NGC2841,10.6,323.0,282.22792065988085,9.32,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.24542622246846,2.223646662471481,-0.01747148419911248,0.6048448369370266,0.08754187990730972,0.5529779717280459,0.5529779717280459,2383749632.906661,150.946382521576,2,282.22792065988085,0.12622934780222647,0.06980204872022926
NGC2841,10.93,322.0,281.29503159494305,11.9,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.237056784550703,2.21916522454088,-0.017101862322539855,0.5988692244691132,0.09089606522669798,0.5609066477689779,0.5609066477689779,2282521249.7185307,165.66844975609757,2,281.29503159494305,0.1264129453573197,0.07090586141497718
NGC2841,11.27,321.0,280.11192852143944,11.0,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.228433727302105,2.2145479854608667,-0.016721039783040785,0.5927125328355054,0.09435189252546163,0.5690755867202412,0.5690755867202412,2178225339.767124,180.83664024015007,2,280.11192852143944,0.12737716971514193,0.07248723759040814
NGC2841,12.31,323.0,274.1813868591375,4.24,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.202057316894629,2.200424665922003,-0.015556170838690694,0.5738802996032933,0.10492265838050341,0.5940629293946936,0.5940629293946936,1859202556.3863502,227.23345819136966,2,274.1813868591375,0.1511412171543731,0.0897873942150064
NGC2841,14.35,319.0,257.62889220737645,4.24,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.1503189734030417,2.1727212314419235,-0.013271235601696286,0.5369401498016467,0.12565762217308535,0.6430765631022735,0.6430765631022735,1233427096.6779099,318.24260109568485,3,257.62889220737645,0.1923859178452149,0.12371887483717713
NGC2841,16.4,308.0,240.95031458788344,4.24,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.0985442543575097,2.1449645307002703,-0.010981952041137326,0.49984887959287294,0.14637490028154318,0.6920600556488882,0.6920600556488882,607409854.7820802,409.74872933791914,3,240.95031458788344,0.21769378380557325,0.15065717213490204
NGC2841,18.48,299.0,227.6905538225071,5.66,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.090978139137039,2.1338851482928516,-0.010077500739710291,0.4684158349104438,0.14269627798372964,0.6857906941681366,0.6857906941681366,557119159.805202,513.1216796251075,3,227.6905538225071,0.23849313102840436,0.1635563698823018
NGC2841,20.57,299.0,217.05240956967052,5.66,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.0833756483626242,2.1227524996238594,-0.009168701114718705,0.4368316698208876,0.138999970001792,0.67949119152642,0.67949119152642,506586682.640935,616.991615250215,3,217.05240956967052,0.2740722087970886,0.1862296517198115
NGC2841,22.51,298.0,210.21654882525306,5.66,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.0763187908973775,2.1124188448784786,-0.008325126343195415,0.4075143108382374,0.13556894728171592,0.6736438062991806,0.6736438062991806,459680938.28750056,713.406770806535,3,210.21654882525306,0.29457533951257364,0.19843885295112354
NGC2841,24.59,296.0,202.46587539632452,5.66,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.068752675676907,2.1013394624710604,-0.007420675041768382,0.3760812661558083,0.13189032498390238,0.6673744448184291,0.6673744448184291,409390243.31062245,816.7797210937231,3,202.46587539632452,0.31599366420160635,0.21088609621268817
NGC2841,26.68,293.0,193.0401836406089,4.24,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.061150184902492,2.0902068138020677,-0.006511875416776796,0.3444971010662521,0.12819401700196476,0.6610749421767125,0.6610749421767125,358857766.1463555,920.6496567188306,4,193.0401836406089,0.3411597827965567,0.2255321836852535
