galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
ESO563-G021,0.45,18.9,65.19,9.78,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,2.111390544266966,-0.0007926064477973683,0.43505579304746345,0.050733707522568464,0.23342217041020152,0.23342217041020152,2671672080.6021585,4.166312500000001,1,65.19,2.4492063492063494,0.571699061814192
ESO563-G021,1.34,58.3,120.17,10.5,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,2.111390544266966,-0.0007926064477973683,0.43505579304746345,0.050733707522568464,0.23342217041020152,0.23342217041020152,2671672080.6021585,4.166312500000001,1,120.17,1.0612349914236707,0.2477157750133648
ESO563-G021,2.23,74.1,137.48,5.69,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,2.111390544266966,-0.0007926064477973683,0.43505579304746345,0.050733707522568464,0.23342217041020152,0.23342217041020152,2671672080.6021585,4.166312500000001,1,137.48,0.8553306342780027,0.1996531330715057
ESO563-G021,3.12,119.0,146.18,4.27,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.107675716742279,2.111037834397696,-0.0008044297410458945,0.43841585918113674,0.054494738848089176,0.24409365002454192,0.24409365002454192,2906035339.6868567,5.264188020000001,1,146.18,0.22840336134453787,0.055751810148462616
ESO563-G021,4.01,141.0,157.86,3.76,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1089093721515964,2.1103324146591564,-0.0008280763275429472,0.4451359914484833,0.0620168014991306,0.26543660925322266,0.26543660925322266,3374761857.8562536,7.45993906,1,157.86,0.11957446808510648,0.03173944136176835
ESO563-G021,4.9,195.0,175.79,4.54,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.110143027560914,2.1096269949206166,-0.0008517229140399998,0.4518561237158299,0.06953886415017203,0.2867795684819035,0.2867795684819035,3843488376.02565,9.655690100000001,1,175.79,0.09851282051282055,0.028251464156601888
ESO563-G021,5.79,227.0,199.19,4.2,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.111376682970232,2.108921575182077,-0.0008753695005370523,0.4585762559831765,0.07706092680121346,0.30812252771058424,0.30812252771058424,4312214894.195047,11.851441140000002,1,199.19,0.12251101321585904,0.03774840306445528
ESO563-G021,6.69,246.0,217.87,4.24,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1126241996762833,2.1082082293790596,-0.0008992817790172179,0.46537189535465057,0.08466750701013176,0.3297052954699244,0.3297052954699244,4786208002.456235,14.071863540000003,2,217.87,0.11434959349593495,0.037701666510442974
ESO563-G021,7.58,268.0,228.65,5.56,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.113857855085601,2.1075028096405197,-0.0009229283655142705,0.4720920276219971,0.09218956966117317,0.3510482546986051,0.3510482546986051,5254934520.625631,16.26761458,2,228.65,0.1468283582089552,0.05154383888951534
ESO563-G021,8.47,283.0,241.76,2.96,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1150915104949184,2.1067973899019803,-0.000946574952011323,0.47881215988934367,0.09971163231221461,0.3723912139272859,0.3723912139272859,5723661038.795029,18.463365620000005,2,241.76,0.14572438162544174,0.05426647937230133
