galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,ell_info_kpc,c_info_gal,tau_struct_gal,propagation_term_i,delta_struct_i,DeltaD_i
NGC4157,1,1.74,6.98,4.36,5.24,14.28,161.6,215.8670910476772,9.475,47238816982.59291,4,119491006.83341289,326.246592,144794821.28227997,2.474583496171718,2.272356849047882,2.3734701726098,2.310740310522907,-0.00663155165177462,0.4640712737574763,5.2299999999999995,1.0,2.0,0.09306289607689155,0.4124636240031032,0.4124636240031032
NGC4157,2,8.72,13.94,11.33,5.219999999999999,14.28,192.75,227.09331741195047,6.525,135855825077.28787,4,119491006.83341289,844.5563279999999,160860585.10627592,2.273680400740038,2.2223404961319906,2.2480104484360144,2.264518395510038,-0.009533617593673799,0.5545377565627801,5.2299999999999995,1.0,2.0,0.1353269706543806,0.505156853502204,0.505156853502204
NGC4157,3,15.68,20.9,18.29,5.219999999999999,14.28,182.5,173.7702629094548,6.699999999999999,128411602923.09045,4,119491006.83341289,1363.3658639999996,94187192.38454579,2.209174753176511,2.1349743777920893,2.1720745654843,2.177995017125342,-0.00868522932874527,0.5314140578971148,5.2299999999999995,1.0,2.0,0.14192364737828708,0.5170492648458153,0.5170492648458153
NGC4157,4,22.65,29.61,26.13,6.960000000000001,14.279999999999998,185.2,143.6010859755771,10.84,125283680563.79454,5,119491006.83341289,2597.0293439999996,48241149.393726125,2.1550088044298645,2.0727912704815594,2.113900037455712,2.142987301470006,-0.004465269853996953,0.3683103722146255,5.2299999999999995,1.0,2.0,0.129801072250956,0.49473453354120084,0.49473453354120084
