galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC3769,1.74,87.5,126.78499674646051,9.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.269765139114363,2.19912928135379,-0.007972066552860665,0.5414438751444165,0.10463455304284501,0.43324589859119034,0.43324589859119034,249462365.65015715,65.340704,1,126.78499674646051,0.4489713913881201,0.19451501390368311
NGC3769,3.5,106.0,137.9797380052593,7.1,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.269765139114363,2.19912928135379,-0.007972066552860665,0.5414438751444165,0.10463455304284501,0.43324589859119034,0.43324589859119034,249462365.65015715,65.340704,1,137.9797380052593,0.30169564155904993,0.13070839932829625
NGC3769,5.24,116.0,127.15870477478134,5.3,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.2526412948087695,2.1921138627872727,-0.007824137364605778,0.5364203751269114,0.10854291398641377,0.4413373048225612,0.4413373048225612,234233138.59664795,80.78456533333333,1,127.15870477478134,0.09619573081708054,0.04245476457424692
NGC3769,6.98,125.0,115.2906943339314,5.7,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.218782784477255,2.1782424669852953,-0.007531641015101799,0.5264875455468447,0.11627080948847021,0.4573362216891354,0.4573362216891354,204120803.2863002,111.32129115151514,1,115.2906943339314,0.07767444532854881,0.035523337348357824
NGC3769,8.72,126.0,105.31830800008136,4.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.184924274145741,2.1643710711833175,-0.007239144665597818,0.5165547159667779,0.12399870499052663,0.47333513855570963,0.47333513855570963,174008467.9759525,141.85801696969696,2,105.31830800008136,0.164140412697767,0.0776934249868889
NGC3769,10.47,123.0,97.0566401643906,4.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.1508711746743905,2.1504199547158116,-0.006944967302590942,0.5065648011592395,0.13177101368512362,0.4894260032203676,0.4894260032203676,143723073.26726943,172.57024121212118,2,97.0566401643906,0.2109216246797512,0.10323052775975708
NGC3769,12.31,118.0,90.09078532236246,4.6,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.1239069719175214,2.138390703154378,-0.006635660818057992,0.49467866333656313,0.14375877200941822,0.5080327224183444,0.5080327224183444,119034455.40529011,253.5458055818005,2,90.09078532236246,0.23651876845455538,0.1201592738410018
NGC3769,14.52,115.0,83.48831055902377,6.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.109217032492467,2.1292260092316644,-0.006264156833917865,0.4776349618493232,0.16579548652030116,0.5337607174104332,0.5337607174104332,103702862.08927608,448.26040374959643,2,83.48831055902377,0.27401469079109764,0.1462582779376543
NGC3769,17.07,122.0,78.40565285743114,15.2,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.0922671023866353,2.118651362397764,-0.005835498390679256,0.4579691524409694,0.19122246480208918,0.563446865478228,0.563446865478228,86012562.10925986,672.9310939432073,2,78.40565285743114,0.35733071428335134,0.20133687090205057
NGC3769,31.82,121.0,60.845069644137965,10.2,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.0254976718324853,2.076995547712851,-0.004146920327019717,0.38050128753629753,0.2913848165042698,0.6803870056119526,0.6803870056119526,16326654.93307838,1557.9574009999997,3,60.845069644137965,0.49714818475919037,0.3382531647737233
NGC3769,34.61,118.0,58.41294120312724,10.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.0254976718324853,2.076995547712851,-0.004146920327019717,0.38050128753629753,0.2913848165042698,0.6803870056119526,0.6803870056119526,16326654.93307838,1557.9574009999997,3,58.41294120312724,0.5049750745497692,0.34357847888159004
NGC3769,37.16,113.0,56.41123469664531,10.5,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.0254976718324853,2.076995547712851,-0.004146920327019717,0.38050128753629753,0.2913848165042698,0.6803870056119526,0.6803870056119526,16326654.93307838,1557.9574009999997,3,56.41123469664531,0.5007855336580062,0.34072796969935454
