galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC3917,0.87,24.3,35.64,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.3003475010683854,2.272272080017139,-0.0057251500934896666,0.4165484958049273,0.08359576833017618,0.37648705413712985,0.37648705413712985,56335393.62140859,26.721457500000003,1,35.64,0.4666666666666667,0.17569395859732725
NGC3917,1.74,49.6,47.54,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.3003475010683854,2.272272080017139,-0.0057251500934896666,0.4165484958049273,0.08359576833017618,0.37648705413712985,0.37648705413712985,56335393.62140859,26.721457500000003,1,47.54,0.04153225806451617,0.01563635749037275
NGC3917,2.61,73.6,60.47,5.2,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2935096478037553,2.269838891227406,-0.006283850477529529,0.43433005153358933,0.08975340067039603,0.3905709531258306,0.3905709531258306,72508940.31804904,31.85472440544413,1,60.47,0.17839673913043474,0.06967658443671407
NGC3917,3.5,101.0,74.08847953629498,4.4,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2791903786142944,2.2647435076442,-0.007453834811165946,0.47156672117714044,0.10264820721815052,0.4200642945374628,0.4200642945374628,106378249.87101376,42.604389219197714,1,74.08847953629498,0.2664506976604457,0.11192642434174992
NGC3917,4.37,107.0,86.0731694548307,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2651928907549337,2.259762627062864,-0.008597527362024019,0.5079666117275781,0.11525324283224762,0.44889486423197966,0.44889486423197966,139486451.3441366,53.112488531518636,2,86.0731694548307,0.19557785556232987,0.08779389491943379
NGC3917,5.24,115.0,97.28408400144393,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2511954028955734,2.254781746481528,-0.00974121991288209,0.5443665022780156,0.12785827844634473,0.47772543392649647,0.47772543392649647,172594652.8172594,63.62058784383956,2,97.28408400144393,0.15405144346570496,0.07359429267665704
NGC3917,6.11,123.0,105.04850308309966,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.240219011423281,2.2458122381290746,-0.010338000322964912,0.563155000647339,0.13601055187096914,0.4954090937378622,0.4954090937378622,194807920.72141516,74.2071811119082,2,105.04850308309966,0.14594712940569382,0.07230353511251728
NGC3917,6.98,130.0,109.04986198982556,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.232263716338058,2.2328541020055037,-0.01038786859227248,0.5643321068355482,0.13971006310612083,0.5019458436660766,0.5019458436660766,206126255.05660382,84.87226833572457,2,109.04986198982556,0.16115490777057262,0.08089103614182884
NGC3917,7.85,134.0,111.3441242275496,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2243084212528346,2.2198959658819324,-0.01043773686158005,0.5655092130237573,0.14340957434127255,0.5084825935942912,0.5084825935942912,217444589.39179248,95.53735555954093,3,111.3441242275496,0.16907369979440598,0.08597103338004213
NGC3917,8.72,136.0,110.78013043863056,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2163531261676113,2.2069378297583615,-0.010487605130887619,0.5666863192119665,0.14710908557642424,0.5150193435225056,0.5150193435225056,228762923.72698116,106.2024427833573,3,110.78013043863056,0.18544021736301056,0.09550529900896844
NGC3917,9.6,137.0,111.17184625614527,4.0,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.2047785658587475,2.1979410143014677,-0.009959627377569336,0.5496439253640876,0.14828309150091937,0.5171312579077139,0.5171312579077139,224739909.8318131,123.00582882129282,3,111.17184625614527,0.1885266696631732,0.0974930338320688
NGC3917,10.47,136.0,110.08461927081366,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.1898477985150806,2.1931099925898168,-0.008865803096018794,0.5147693586130268,0.14690491016192847,0.5147703386957065,0.5147703386957065,205466979.84026936,145.56561853612172,3,110.08461927081366,0.1905542700675466,0.0980916861425841
NGC3917,11.35,137.0,108.24236231716306,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.1747454131559696,2.188223441892975,-0.007759406121576868,0.47949393477287333,0.14551088765812156,0.5123822824812624,0.5123822824812624,185972521.9177884,168.38471617870724,4,108.24236231716306,0.20990976410829887,0.10755404404891354
NGC3917,12.19,137.0,105.81480661986771,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.1603294998586366,2.1835590071368984,-0.006703299918700484,0.4458219392890905,0.14418022981357864,0.5101027742765657,0.5101027742765657,167364175.71905655,190.16658211026615,4,105.81480661986771,0.22762914876008972,0.11611426028873484
NGC3917,13.12,137.0,101.70230479197608,5.0,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.14462645144547,2.1784781049918864,-0.005552898519138707,0.4091435156371127,0.14273076323291578,0.5076197385535925,0.5076197385535925,147094370.03829503,213.8932575,4,101.70230479197608,0.2576474102775469,0.13078691104409854
NGC3917,13.94,138.0,98.39248802627161,5.0,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.14462645144547,2.1784781049918864,-0.005552898519138707,0.4091435156371127,0.14273076323291578,0.5076197385535925,0.5076197385535925,147094370.03829503,213.8932575,4,98.39248802627161,0.28701095633136514,0.14569242661494414
NGC3917,14.86,137.0,93.92352474220715,7.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2.14462645144547,2.1784781049918864,-0.005552898519138707,0.4091435156371127,0.14273076323291578,0.5076197385535925,0.5076197385535925,147094370.03829503,213.8932575,4,93.92352474220715,0.3144268266992179,0.15960926356329275
