galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,ell_info_kpc,c_info_gal,tau_struct_gal,propagation_term_i,delta_struct_i,DeltaD_i
NGC3917,1,0.87,3.5,2.185,2.63,4.65,62.125,54.43461988407375,4.35,1505363826.400241,4,168121561.79605794,26.721457500000003,56335393.62140859,2.4737327698144806,2.1269622323222896,2.3003475010683854,2.272272080017139,-0.0057251500934896666,0.4165484958049273,2.6250000000000004,1.0,2.0,0.08359576833017618,0.37648705413712985,0.37648705413712985
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,4.65,118.75,99.36390463229996,3.7,13027551834.596252,4,168121561.79605794,68.87463750000002,189148753.55382085,2.250259903582997,2.2381334143487885,2.244196658965893,2.2522913061908603,-0.010313066188311126,0.5625664475532345,2.6250000000000004,1.0,2.0,0.13416079625339328,0.4921407187737549,0.4921407187737549
NGC3917,3,7.85,10.47,9.16,2.620000000000001,4.65,135.75,110.84518004828477,3.725,26167892397.148483,4,168121561.79605794,111.59628000000006,234487138.79305357,2.1839589599045572,2.240700557172049,2.212329758538303,2.2003842896498886,-0.010512825864790298,0.5672816372841643,2.6250000000000004,1.0,2.0,0.1489801027528228,0.5183252860149359,0.5183252860149359
NGC3917,4,11.35,14.86,13.105,3.51,4.65,137.2,101.61509729949712,4.9,31462493967.401325,5,168121561.79605794,213.8932575,147094370.03829503,2.131248544323364,2.1580043585675766,2.14462645144547,2.1784781049918864,-0.005552898519138707,0.4091435156371127,2.6250000000000004,1.0,2.0,0.14273076323291578,0.5076197385535925,0.5076197385535925
