galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,ell_info_kpc,c_info_gal,tau_struct_gal,propagation_term_i,delta_struct_i,DeltaD_i
UGC05721,1,0.09,0.81,0.45,0.7200000000000001,1.17,42.86,35.85206097057993,5.208,134487032.773804,5,338250959.87158346,0.37908000000000003,354772166.22824734,3.084805548460877,2.69664115968943,2.8907233540751536,2.7318438036669845,-0.18513791762823015,0.5,2.0,1.0,2.0,0.06169665809768638,0.40201472977571084,0.40201472977571084
UGC05721,2,0.99,1.53,1.26,0.54,1.17,71.3,45.44545181502869,4.57,605049688.1466572,4,338250959.87158346,0.796068,760047744.8492557,2.491053674824551,2.65487483169308,2.5729642532588155,2.581882090388118,-0.22355158938608954,0.5469961561265548,2.0,1.0,2.0,0.09177199249655363,0.5,0.5
UGC05721,3,1.71,2.67,2.19,0.96,1.17,82.12,40.42297225977421,7.4959999999999996,832032417.0998001,5,338250959.87158346,2.459808,338250959.87158346,2.259677546836042,2.304239780824728,2.281958663830385,2.332961847193163,-0.2061413535212719,0.5268394436425647,2.0,1.0,2.0,0.14432316489839397,0.6112923555520688,0.6112923555520688
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,1.17,78.525,32.80303406408797,4.57,955720800.3313518,4,338250959.87158346,5.988996000000002,159579468.8010063,2.1494019204560963,2.1385233285244793,2.143962624490288,2.172692011338454,-0.06648002243318768,0.2642101847625033,2.0,1.0,2.0,0.12455862664215614,0.5757789957707742,0.5757789957707742
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,1.17,78.7,31.605710564737638,4.57,1355225681.695731,5,338250959.87158346,12.356779500000004,109674667.39175288,2.0963306536345634,2.0879788377548123,2.092154745694688,2.118058685092488,-0.027113313273432128,0.12774160676596474,2.0,1.0,2.0,0.08510524857065495,0.48115431955611093,0.48115431955611093
