galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC01281,0.08,1.41,6.0392466417592185,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,2.8894224834303985,-0.0428812341515714,0.415237379234197,0.05995143226813259,0.25031098482369696,0.25031098482369696,1904742.733845722,2.6561534999999994,1,6.0392466417592185,3.283153646637744,0.8218094226174056
UGC01281,0.23,4.46,6.842879510849215,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,2.8894224834303985,-0.0428812341515714,0.415237379234197,0.05995143226813259,0.25031098482369696,0.25031098482369696,1904742.733845722,2.6561534999999994,1,6.842879510849215,0.5342779172307658,0.13373563163158664
UGC01281,0.38,7.71,5.399675916200897,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,2.8894224834303985,-0.0428812341515714,0.415237379234197,0.05995143226813259,0.25031098482369696,0.25031098482369696,1904742.733845722,2.6561534999999994,1,5.399675916200897,0.29965292915682273,0.0750064198025498
UGC01281,0.54,11.0,8.514505270419416,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.864535341021717,2.882775892136905,-0.04642835079174827,0.43241150501027475,0.07095692899516852,0.2783912810983041,0.2783912810983041,3196665.015078227,3.7518670392156865,1,8.514505270419416,0.2259540663255076,0.06290364199372923
UGC01281,0.69,14.2,10.793020893151278,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.880944445906562,2.8763437070141693,-0.04986104431450008,0.44903162672905966,0.08160740969875166,0.3055657613640529,0.3055657613640529,4446912.384012908,4.812234980392156,1,10.793020893151278,0.23992810611610718,0.07331381441800357
UGC01281,0.84,17.2,12.857285872220466,5.78,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.897353550791407,2.8699115218914337,-0.053293737837251894,0.46565174844784457,0.09225789040233481,0.3327402416298017,0.3327402416298017,5697159.752947589,5.872602921568626,2,12.857285872220466,0.2524833795220659,0.08401138070968113
UGC01281,1.0,20.2,14.832754295814382,4.74,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.914856596001908,2.863050524427182,-0.056955277594853825,0.4833798782812151,0.1036184031528235,0.3617263539132671,0.3617263539132671,7030756.946477917,7.0036620588235285,2,14.832754295814382,0.2657052328804761,0.09611258510553014
UGC01281,1.15,23.2,16.483039768198097,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.931265700886753,2.8566183393044464,-0.06038797111760563,0.5,0.11426888385640664,0.3889008341790159,0.3889008341790159,8281004.315412598,8.064029999999999,2,16.483039768198097,0.2895241479224958,0.1125961826420274
UGC01281,1.3,26.4,16.832266632869143,7.13,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.903764593076123,2.8449341330919005,-0.07667611954690133,0.5399521904855688,0.127070350481749,0.4106849843399932,0.4106849843399932,9752505.999729307,9.07339205882353,2,16.832266632869143,0.3624141426943506,0.14883804651702143
UGC01281,1.46,29.3,18.011343647823725,4.38,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.8744300780781185,2.832470979798518,-0.09405014453815005,0.582567860336842,0.1407252482154475,0.4339214111783689,0.4339214111783689,11322107.796333797,10.150044921568629,2,18.011343647823725,0.3852783737944121,0.1671805356533784
UGC01281,1.61,31.6,19.54800501329995,4.94,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.8469289702674887,2.820786773585972,-0.11033829296744574,0.6225200508224108,0.15352671484078984,0.45570556133934625,0.45570556133934625,12793609.480650507,11.15940698039216,3,19.54800501329995,0.3813922464145586,0.17380256774282068
UGC01281,1.76,34.6,20.62334841872192,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.8194278624568594,2.8091025673734262,-0.1266264413967414,0.6624722413079795,0.16632818146613215,0.4774897115003235,0.4774897115003235,14265111.164967217,12.16876903921569,3,20.62334841872192,0.4039494676669965,0.19288171477702343
UGC01281,1.92,37.4,21.837456353705665,7.09,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.7902557353727246,2.7959645026974504,-0.14354533660905927,0.7038754573478021,0.1799161935882701,0.5004310319583788,0.5004310319583788,15804259.146288833,13.261491629629631,3,21.837456353705665,0.4161107926816667,0.20823475339070546
UGC01281,2.07,39.9,22.656195620624395,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.7676262649781966,2.7640329550070977,-0.14617959167042843,0.7074540334898468,0.190711091866796,0.5133619907097413,0.5133619907097413,16362146.372119384,14.75294551851852,3,22.656195620624395,0.4321755483552783,0.22186249983973974
UGC01281,2.22,42.2,23.547590110242705,4.37,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.744996794583669,2.7321014073167453,-0.1488138467317976,0.7110326096318915,0.2015059901453219,0.5262929494611038,0.5262929494611038,16920033.597949933,16.24439940740741,3,23.547590110242705,0.4420002343544383,0.23262160700089646
UGC01281,2.38,44.4,24.25746070799662,4.58,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.720858692829506,2.6980410897803693,-0.15162371879725803,0.7148497575167392,0.21302054830908282,0.5400859721292238,0.5400859721292238,17515113.30550252,17.835283555555556,4,24.25746070799662,0.45366079486494093,0.245015831411548
UGC01281,2.53,46.7,24.82544662236714,5.91,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.6982292224349784,2.666109542090017,-0.1542579738586272,0.7184283336587839,0.2238154465876087,0.5530169308805863,0.5530169308805863,18073000.53133307,19.326737444444444,4,24.82544662236714,0.46840585391076794,0.2590363677362332
UGC01281,2.68,48.5,25.26107281965673,7.72,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.6755997520404504,2.634177994399664,-0.15689222891999638,0.7220069098008286,0.2346103448661346,0.565947889631949,0.565947889631949,18630887.75716362,20.81819133333334,4,25.26107281965673,0.4791531377390365,0.2711757071139343
UGC01281,2.76,49.3,25.400472436551254,9.73,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.6628647309943143,2.622657062348025,-0.15529755880786636,0.717380094716232,0.23896608491060037,0.5708601272200943,0.5708601272200943,18582384.877582867,22.475345100000002,4,25.400472436551254,0.48477743536407186,0.2767401084253651
UGC01281,3.07,53.0,25.848359715850442,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.6101985659197107,2.60546120518216,-0.13417374579450556,0.6668909445038003,0.24886190987864276,0.5800091126043324,0.5800091126043324,16670401.886946447,33.189986700000006,4,25.848359715850442,0.512295099700935,0.2971358261690873
UGC01281,3.46,54.1,26.58210676376122,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.5439411324387575,2.5838277074573623,-0.1075986261970516,0.6033723361720315,0.26131149612876065,0.5915191264748257,0.5915191264748257,14265003.9309845,46.669697100000015,4,26.58210676376122,0.5086486734979442,0.3008754190300828
UGC01281,3.83,55.0,26.48306062372701,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.4810815160593913,2.563303619872298,-0.08238633324562095,0.5431110923700968,0.2731226420583596,0.6024388832237552,0.6024388832237552,11982959.716353938,59.458140300000025,5,26.48306062372701,0.5184898068413271,0.3123584201963896
UGC01281,4.23,55.7,25.987221859983418,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.4139746283030417,2.5413927696125667,-0.05547050698666123,0.47877814290586945,0.28573183838860716,0.6140964613746394,0.6140964613746394,9546723.325059151,73.1106675,5,25.987221859983418,0.5334430545783947,0.3275854921614708
