r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
5.03,214.0,178.85,6.0,NGC5907,0.0,178.85,0.0,9104.572564612326,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,1,2.327912142636398,0.06675460992511884,0.9858533604799028,0.057812952267017374,0.056995093271703295,0.5739405892460522,559095.9400597466,2.031105341778164,2.3585404372150944,0.033605376860297645,0.3256565386594494,107713758420.55627,0.6949272243641712,0.016438205437545594,0.00662905758938618,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,12682.863189964246,252.57632875137006,309.48687265459284,-95.48687265459284,35.150000000000006
7.55,220.0,207.41,6.0,NGC5907,0.0,207.41,0.0,6410.596026490066,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,1,2.327912142636398,0.06675460992511884,0.9858533604799028,0.057812952267017374,0.056995093271703295,0.5739405892460522,559095.9400597466,2.031105341778164,2.3585404372150944,0.033605376860297645,0.3256565386594494,107713758420.55627,0.6949272243641712,0.016438205437545594,0.00662905758938618,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,5629.3645591503255,206.1594102183671,292.4390714688873,-72.43907146888728,12.590000000000003
10.07,235.0,227.06,4.0,NGC5907,0.0,227.06,0.0,5484.111221449851,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,1,2.327912142636398,0.06675460992511884,0.9858533604799028,0.057812952267017374,0.056995093271703295,0.5739405892460522,559095.9400597466,2.031105341778164,2.3585404372150944,0.033605376860297645,0.3256565386594494,107713758420.55627,0.6949272243641712,0.016438205437545594,0.00662905758938618,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,3164.421574134646,178.50973433271332,288.82861501509143,-53.82861501509143,7.939999999999998
12.58,235.0,233.42476518141774,4.0,NGC5907,16.93,232.81,0.0,4389.904610492846,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,1,2.327912142636398,0.06675460992511884,0.9858533604799028,0.057812952267017374,0.056995093271703295,0.5739405892460522,559095.9400597466,2.031105341778164,2.3585404372150944,0.033605376860297645,0.3256565386594494,107713758420.55627,0.6949272243641712,0.016438205437545594,0.00662905758938618,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,2027.6453482005554,159.7115477364207,282.8336958008416,-47.83369580084161,1.5752348185822598
17.61,231.0,219.46474090386363,2.0,NGC5907,31.1,217.25,0.0,3030.15332197615,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,2,2.3946667525615166,0.05796511734918175,0.9565806881537907,0.10636951828602828,0.10175102700063615,1.3421608431008551,559095.9400597466,2.009788365900686,2.4072870036112506,0.01610305958132045,0.4910932094407687,215237634893.0507,0.9823422914797112,0.05031640448757324,0.007677498986646589,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,2419.7594298476415,206.42665418888367,301.2917789446253,-70.29177894462532,11.535259096136372
20.13,232.0,213.16109518390076,2.0,NGC5907,42.26,208.93,0.0,2673.820168902136,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,2,2.3946667525615166,0.05796511734918175,0.9565806881537907,0.10636951828602828,0.10175102700063615,1.3421608431008551,559095.9400597466,2.009788365900686,2.4072870036112506,0.01610305958132045,0.4910932094407687,215237634893.0507,0.9823422914797112,0.05031640448757324,0.007677498986646589,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,1851.8395414526265,193.07389769060282,287.60247298909195,-55.60247298909195,18.838904816099244
22.65,225.0,205.51178384705827,7.0,NGC5907,53.67,198.38,0.0,2235.0993377483446,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,2,2.3946667525615166,0.05796511734918175,0.9565806881537907,0.10636951828602828,0.10175102700063615,1.3421608431008551,559095.9400597466,2.009788365900686,2.4072870036112506,0.01610305958132045,0.4910932094407687,215237634893.0507,0.9823422914797112,0.05031640448757324,0.007677498986646589,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,1462.6974027159722,182.01674695345142,274.5272108034407,-49.52721080344071,19.48821615294173
27.68,229.0,186.069371203323,2.0,NGC5907,54.3,177.97,0.0,1894.544797687861,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,3,2.345491127788272,0.04535023657912607,0.9989676391396932,0.04730169187506085,0.047252859459742745,1.8179971378604647,559095.9400597466,2.005280072636216,2.352571159272681,0.010585210948132464,0.5086426230732921,230891421593.72415,1.017437252317505,0.001140779714328577,0.004503499163766243,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,1326.6225102769592,191.6270103207432,267.10058402120023,-38.100584021200234,42.93062879667701
30.2,218.0,181.25520378736718,2.0,NGC5907,64.08,169.55,0.0,1573.6423841059602,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,3,2.345491127788272,0.04535023657912607,0.9989676391396932,0.04730169187506085,0.047252859459742745,1.8179971378604647,559095.9400597466,2.005280072636216,2.352571159272681,0.010585210948132464,0.5086426230732921,230891421593.72415,1.017437252317505,0.001140779714328577,0.004503499163766243,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,1114.4629827836777,183.4578482378638,257.89577542113227,-39.89577542113227,36.74479621263282
32.71,214.0,173.52426141609132,2.0,NGC5907,61.58,162.23,0.0,1400.061143381229,NGC5907,NGC5907,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NGC05907,RFGC2946,EON_228.973_56.329,NGC05907,NGC05907,228.971832,56.32988,r,96.24,1.9,15.51,0.96,0.1611596009975062,6.205029013539652,21.66,0.08,0.212,10.35,0.09,IR,667.0,NGC5907,NED,intermediate,NGC05907,NGC05907,NGC5907,228.971832,56.32988,NGC5907,NGC5907,NED,,True,name_exact,NGC5907,84.0,0.0,Bizyaev_2014,0.35,3,2.345491127788272,0.04535023657912607,0.9989676391396932,0.04730169187506085,0.047252859459742745,1.8179971378604647,559095.9400597466,2.005280072636216,2.352571159272681,0.010585210948132464,0.5086426230732921,230891421593.72415,1.017437252317505,0.001140779714328577,0.004503499163766243,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3031813366766207,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,949.9887132589686,176.27856026953722,247.3556146738959,-33.3556146738959,40.47573858390868
