biz_name,AName,NED,RA_match_deg,DE_match_deg,nearest_sparc_name,nearest_sep_deg
RFGC0902,,NED,72.01375,-25.23,NGC1705,28.154823828361344
RFGC0914,,NED,73.055,-18.393056,NGC1705,34.97017146232052
RFGC1047,,NED,91.114167,-20.353889,NGC1705,35.65552541131062
RFGC1049,,NED,91.874167,-61.806944,NGC1705,12.872476198662781
RFGC1128,,NED,101.17,-71.456944,NGC2915,11.92739934323243
RFGC1135,,NED,102.441583,29.525167,F561-1,19.19144472772751
RFGC1140,,NED,102.949917,27.481361,F561-1,18.26347897137725
RFGC1143,,NED,103.299542,27.079139,F561-1,17.882361767163157
RFGC1159,,NED,106.005375,50.679833,UGC03546,10.347893996404048
RFGC1167,,NED,107.600917,74.892028,UGC03580,5.446186803126784
RFGC1194,,NED,109.421125,23.355778,F561-1,11.96032208883858
RFGC1206,,NED,110.583125,17.287194,D631-7,8.826851876708487
RFGC1244,,NED,115.163792,39.233028,UGC04278,8.941124906053846
RFGC1263,,NED,117.46175,33.962333,F561-1,12.194993814961917
RFGC1329,,NED,122.546875,24.892361,F561-1,2.337569441366096
RFGC1339,,NED,123.488125,52.647889,UGC04325,2.7692295422397066
RFGC1349,,NED,123.996292,23.199444,F561-1,1.615881703327945
RFGC1421,,NED,130.74,-20.051111,ESO563-G021,1.0154123259716428
RFGC1431,,NED,131.82,-20.036111,ESO563-G021,0.0008393207240250753
RFGC1459,,NED,134.13,21.378056,F563-1,1.6636876420278133
RFGC1499,,NED,137.61,-23.491111,ESO563-G021,6.3899671588709435
RFGC1500,,NED,137.705833,-8.889444,ESO563-G021,12.513483002273501
RFGC1502,,NED,137.790875,19.667722,D564-8,1.9876708338327647
RFGC1536,,NED,140.350917,19.566583,UGC05005,2.802462190974382
RFGC1548,,NED,140.949542,42.182972,NGC2998,4.926762545779501
RFGC1624,,NED,146.601208,68.957667,NGC2976,1.0442287261313523
RFGC1627,,NED,146.725542,23.023194,F565-V2,2.4861830919726766
RFGC1670,,NED,149.15,20.645028,F565-V2,4.566646642647652
RFGC1691,,NED,150.399458,21.606694,F567-2,3.8439407530066085
RFGC1692,,NED,150.406417,39.627028,UGC05414,1.218427900183912
RFGC1723,,NED,151.565,-16.024444,NGC3109,10.161547738091247
RFGC1754,,NED,153.384958,20.175111,F567-2,1.3581934539239071
RFGC1789,,NED,156.36,-15.35,NGC3109,11.998661027525529
RFGC1792,,NED,156.618208,20.228472,F568-3,2.0017324636283953
RFGC1872,,NED,161.27625,38.984028,UGC05986,2.7817689818284306
RFGC1901,,NED,163.411083,26.909528,UGC05721,4.804804122753495
RFGC1904,,NED,163.560333,21.132667,F568-V1,2.3301582676311123
RFGC1906,,NED,163.622875,17.343278,F568-V1,5.210050294097558
RFGC1928,,NED,164.689833,25.140944,F568-V1,4.4056468881941715
RFGC1932,,NED,164.91,-15.526944,NGC3521,15.565763576702901
RFGC1945,,NED,165.697708,17.989472,F571-V1,5.639409748143721
RFGC2026,,NED,171.021917,24.615194,F571-8,5.730936751320215
RFGC2044,,NED,172.26025,17.231306,F571-V1,1.7279159600698732
RFGC2068,,NED,173.433,17.395694,UGC06614,1.340601010928887
RFGC2097,,NED,175.762375,40.827444,UGC06973,3.50531979920114
RFGC2100,,NED,175.844583,16.48525,UGC06614,1.1877199021066291
RFGC2162,,NED,180.280417,-24.566944,DDO161,16.153881921344748
RFGC2171,,NED,180.84025,29.419556,UGC06786,3.9413496504414987
RFGC2174,,NED,181.040083,20.184472,UGC07261,2.6386585564716585
RFGC2239,,NED,184.095125,13.307417,UGC07261,7.356713605766672
RFGC2245,,NED,184.373083,37.807139,UGC07232,1.3934986941557717
RFGC2246,,NED,184.39175,22.54025,UGC07261,1.957425118119199
RFGC2257,,NED,185.04,-26.066944,DDO161,13.215472283391044
RFGC2296,,NED,187.247375,28.861667,NGC4559,1.7786516752288775
RFGC2312,,NED,188.12075,39.589944,UGC07866,2.1867825470096562
RFGC2315,,NED,188.191375,0.113972,DDO161,19.07728461044592
RFGC2336,,NED,189.095833,40.005111,UGC07866,1.8844677761770625
RFGC2373,,NED,191.425417,-26.243611,DDO161,9.71555021425292
RFGC2376,,NED,191.799292,26.713361,DDO154,1.5965058305240063
RFGC2380,,NED,192.25,-14.398889,DDO161,4.5746087042646195
RFGC2399,,NED,193.11,-9.753611,DDO161,8.108334914540546
RFGC2418,,NED,193.910833,-22.518056,DDO161,5.401401226510606
RFGC2425,,NED,194.300542,-1.706694,DDO161,15.787088257419917
RFGC2473,,NED,197.059167,43.924722,UGC08286,0.7213158497680826
RFGC2477,,NED,197.131917,24.700639,IC4202,0.00035368700393247955
RFGC2517,,NED,199.28,-16.255,DDO161,3.5117241011968097
RFGC2528,,NED,199.84,-14.843889,DDO161,4.643587262422257
RFGC2568,,NED,201.877208,20.879889,DDO170,5.279972880378252
RFGC2611,,NED,204.027792,37.088,NGC5033,4.558357607865528
RFGC2679,,NED,209.329583,-28.193889,ESO444-G084,4.407305895861121
RFGC2682,,NED,209.475,-29.315833,ESO444-G084,4.6847657269741605
RFGC2715,,NED,211.735167,72.122556,UGC09992,9.470963462219258
RFGC2747,,NED,213.892417,36.226472,UGC09133,0.8900012607557675
RFGC2756,,NED,214.455,-31.348611,ESO444-G084,9.386529207183644
RFGC2826,,NED,219.547708,46.638139,PGC51017,4.8749359727921115
RFGC2835,,NED,220.05,-25.776944,ESO444-G084,14.184973765306317
RFGC2860,,NED,221.850833,-17.445556,ESO444-G084,19.28281929178574
RFGC2945,,NED,228.951042,18.378278,F583-4,8.633273825295436
RFGC2946,,NED,228.973375,56.328667,NGC5907,0.0002551912147456925
RFGC2966,,NED,230.6295,19.261139,F583-4,7.030839183256599
RFGC2994,,NED,233.509417,56.685722,NGC5907,2.5277832800219455
RFGC3004,,NED,233.824,30.803167,F583-1,11.29377258068252
RFGC3006,,NED,233.91575,12.60625,F583-4,7.348373799824574
RFGC3085,,NED,241.258583,13.700944,F583-4,5.943833557398543
RFGC3094,,NED,242.243125,36.610556,NGC6195,5.9550450635333805
RFGC3098,,NED,242.464083,22.615167,F583-1,3.478053448013736
RFGC3106,,NED,243.204792,31.992917,NGC6195,8.527480031013866
RFGC3114,,NED,243.870833,18.905,F583-1,4.5912559206920225
RFGC3227,,NED,255.426417,41.228694,NGC6195,5.287790924907526
RFGC3240,,NED,256.855542,30.225,NGC6195,10.84597508506328
RFGC3313,,NED,267.674708,14.821472,NGC6674,15.398415599855438
RFGC3352,,NED,274.373875,18.90375,NGC6674,8.102006567410799
RFGC3378,,NED,278.4155,32.139361,NGC6674,6.848881045073463
RFGC3430,,NED,285.902542,27.606417,NGC6674,6.030729038458928
RFGC3455,,NED,288.943958,43.440278,NGC6674,19.596805495554804
RFGC3477,,NED,292.321417,50.433639,UGC11557,12.435393757603341
RFGC3480,,NED,292.818042,42.198528,UGC11557,19.717127317895102
RFGC3507,,NED,296.089583,-27.406944,UGC11820,51.517451404142825
RFGC3580,,NED,306.18,-41.511944,UGCA442,40.428624514327325
RFGC3614,,NED,309.45,-3.185833,UGC11820,24.878131265828138
RFGC3658,,NED,313.550875,17.779583,UGC11820,13.743724428234502
RFGC3762,,NED,322.741167,13.985833,UGC11820,4.49517487935558
RFGC3793,,NED,325.120417,-26.528056,UGCA442,27.33749049392782
RFGC3863,,NED,331.028792,35.93825,UGC11914,4.645209052606586
RFGC3903,,NED,333.512917,-26.938056,UGCA442,20.122634273063465
RFGC3926,,NED,335.221708,33.294861,UGC11914,3.361956528861987
RFGC3984,,NED,340.26,19.336111,UGC12506,9.722166006520059
RFGC3985,,NED,340.709208,32.993222,NGC7331,1.8609615105236053
RFGC4004,,NED,342.027208,28.292444,NGC7331,6.56057570844777
RFGC4013,,NED,342.75,-20.27,UGCA442,16.60987035956487
RFGC4043,,NED,344.906417,24.847333,UGC12732,9.358308718775417
RFGC4051,,NED,345.516833,30.764194,NGC7331,6.40575884213305
RFGC4076,,NED,347.959625,31.020972,UGC12732,7.928109503139079
RFGC4078,,NED,348.015417,48.815972,UGC12632,8.440532242711901
RFGC4092,,NED,348.787625,30.946278,UGC12732,7.3155108034088325
RFGC4103,,NED,349.6805,22.874361,UGC12732,6.0153734129106615
RFGC4106,,NED,349.877458,16.074333,UGC12506,0.0006468917335002891
RFGC4110,,NED,350.220167,23.807444,UGC12732,5.097079804574171
RFGC4136,,NED,353.010833,32.422222,UGC12732,6.4648157436259766
RFGC4165,,NED,355.162708,20.441111,UGC12732,5.794945644564399
RFGC4171,,NED,355.694875,27.297139,UGC12732,1.1612247186217939
