preferred_name,catalog_name_normalized,RFGC_int,Dist,Re,Z0,z0_over_re,S0,RAJ2000_deg,DEJ2000_deg,Note,has_ned_link_flag,has_simbad_link_flag,source_catalog,_Glon,_Glat,_RAJ2000,_DEJ2000,_RAB1950,_DEB1950,_Elon2000,_Elat2000,RFGC,_RA,_DE,NED,Simbad,biz_name,biz_name_norm,biz_catalog_token,RA_match_deg,DE_match_deg,biz_aname_norm,biz_aname_token,biz_ned_norm,biz_ned_token,matched,match_reason,matched_sparc_name,matched_sparc_index,matched_sep_deg
RFGC0095,RFGC0095,95,13.1,1.45,0.26,0.1793103448275862,19.5,6.011458,16.486111,x,True,True,Bizyaev 2002,113.478749,-45.882256,6.011458,16.486111,5.362661,16.209157,12.133321,12.733715,95,6.0115,16.4861,NED,Simbad,RFGC0095,RFGC0095,,6.011458,16.486111,,,NED,,True,coord_strict,NGC0100,34.0,0.00044525503033775784
RFGC1431,RFGC1431,1431,58.34,5.42,1.38,0.2546125461254612,17.51,131.82,-20.036111,x,True,True,Bizyaev 2002,244.867038,14.396511,131.82,-20.036111,131.254991,-19.851531,141.066163,-36.358796,1431,131.82,-20.0361,NED,Simbad,RFGC1431,RFGC1431,,131.82,-20.036111,,,NED,,True,coord_strict,ESO563-G021,12.0,0.0008393207240250753
RFGC2477,RFGC2477,2477,95.17,4.75,1.37,0.2884210526315789,17.53,197.131917,24.700639,x,True,True,Bizyaev 2002,1.598373,85.455159,197.131917,24.700639,196.528506,24.967013,185.219842,29.330598,2477,197.1319,24.7006,NED,Simbad,RFGC2477,RFGC2477,,197.131917,24.700639,,,NED,,True,coord_strict,IC4202,30.0,0.00035368700393247955
RFGC2946,RFGC2946,2946,10.9,3.35,0.49,0.1462686567164179,18.25,228.973375,56.328667,x,True,True,Bizyaev 2002,91.584185,51.087272,228.973375,56.328667,228.648085,56.511903,188.240528,68.42439,2946,228.9734,56.3287,NED,Simbad,RFGC2946,RFGC2946,,228.973375,56.328667,,,NED,,True,coord_strict,NGC5907,84.0,0.0002551912147456925
RFGC4106,RFGC4106,4106,98.73,4.11,1.22,0.2968369829683698,17.6,349.877458,16.074333, ,True,True,Bizyaev 2002,92.931012,-41.380681,349.877458,16.074333,349.251122,15.800611,357.28798,18.736356,4106,349.8775,16.0743,NED,Simbad,RFGC4106,RFGC4106,,349.877458,16.074333,,,NED,,True,coord_strict,UGC12506,169.0,0.0006468917335002891
