galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,use_dimension_proxy,d_eff_proxy,d_eff_ratio,d_eff_g_hat,d_eff_sigma_hat,d_eff_signed_delta,d_eff_response,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_d_ref,formula_dim_sensitivity,formula_dim_g_power,formula_dim_sigma_power,formula_d_min,formula_d_max,formula_dim_response_lambda,formula_dim_transition,formula_dim_response_min,formula_dim_response_max,formula_dim_balance_scale,formula_g_suppression_lambda,formula_g_suppression_power,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,formula,,1999.0813939572886,1632.4683972418836,1632.4683972418836,False,False,0.9995406969786443,2176.211891723211,,,gbar_char_logmean,sigma_char_rms,273.39292671882924,270.53389549766274,0.18843170193063344,0.21006971566946664,0.194375812717327,23,True,3.336506847376157,0.7645305963377838,0.48218265247037756,0.3686433908369121,-0.3365068473761572,0.816609269725794,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,12.25149822526716,11.039402875321144,0.34839322003794854,0.29015601152871484,921.5645793564975,36.862583174259896,26,26,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC2366_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC2366_rotation_curve.png,ok,
NGC2403,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2403_normalized.csv,formula,,823.8808969565197,470.71902761255154,470.71902761255154,False,False,0.9993752730083028,1599.6992066777614,,,gbar_char_logmean,sigma_char_rms,2903.4940633245387,1627.839132371277,0.12932374808758235,0.13813033996299695,0.14593686283716897,45,True,4.445750797386293,0.09539549282467816,2.901358401681839,0.27677651458945957,-1.4457507973862933,0.5713435392802824,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,37.47768997172983,26.37977603840481,0.20675302855227537,0.08650021139411194,145774.62605379155,2024.6475840804383,73,73,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC2403_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC2403_rotation_curve.png,ok,
NGC2683,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2683_normalized.csv,formula,,826.4376080209738,471.12533922945175,471.12533922945175,False,False,0.9990779858923016,1083.5821030833094,,,gbar_char_logmean,sigma_char_rms,1302.1040439052572,1621.6863857390554,0.09565963149385802,0.1144454577651782,0.10153475327897457,9,True,4.47028634834847,0.06662269266244641,2.8903921318706374,0.19256570667557074,-1.4702863483484698,0.5700676429254358,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,32.944471313611906,28.405358455878556,0.16853484017488707,0.1784962284931546,135.38737800542182,13.538737800542183,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC2683_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC2683_rotation_curve.png,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,formula,,470.40849890350324,268.11584988332186,268.11584988332186,False,False,0.9994997059876393,1997.8246416967431,,,gbar_char_logmean,sigma_char_rms,5366.0651961550775,2991.9490590728083,0.17600754506282842,0.1920319593224606,0.17949444854153454,49,True,4.47234837348501,0.06383680762166492,5.332662403378732,0.34042014395577347,-1.4723483734850102,0.5699638729068148,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,87.74769553517926,73.70414662890454,0.25215557586365184,0.17146137941238246,20439.160044438446,417.1257151926213,50,50,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC2841_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC2841_rotation_curve.png,ok,
NGC2903,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2903_normalized.csv,formula,,250.93570334622842,142.8056556002932,142.8056556002932,False,False,0.9995259866649009,2108.645290445182,,,gbar_char_logmean,sigma_char_rms,4686.78359837963,5772.488506353423,0.18277607498667192,0.20462749470011252,0.1887495430215613,16,True,4.490086456227166,0.03479342374312231,10.288521570386024,0.35797289068869514,-1.490086456227166,0.5690926149447022,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,61.39867932321579,51.609311290978276,0.39840732277598334,0.2570753031299579,7638.4927288004565,231.46947663031688,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC2903_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC2903_rotation_curve.png,ok,
NGC2915,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2915_normalized.csv,formula,,1999.6511499667747,2000.0,2000.0,False,True,0.9998255749833873,5732.122572781666,,,gbar_char_logmean,sigma_char_rms,156.23544051830063,240.3151449459124,0.4759436193151085,0.4913660167038605,0.4790169516256647,27,True,2.1535588946904842,2.1210166393472782,0.4283226462460945,0.9084794596972245,0.8464411053095158,1.6768125244129761,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,35.78533546843711,33.37248692498415,0.4550617240904433,0.4821331814185388,818.9502632978274,28.23966425164922,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC2915_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC2915_rotation_curve.png,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2955_normalized.csv,formula,,159.03952668171908,90.43960193911542,90.43960193911542,False,False,0.9986276291187103,727.6659995731246,,,gbar_char_logmean,sigma_char_rms,11234.73445360696,9207.559022348612,0.06748520982302218,0.07850455363178402,0.07007597134487346,6,True,4.499165783671092,0.008098394879456324,16.410975874230026,0.13290256298674571,-1.499165783671092,0.5686611613231811,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,44.127245893329,36.221063358305095,0.14368705354906433,0.15932371843244839,1385.5805013618674,60.242630493994234,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC2955_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC2955_rotation_curve.png,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2976_normalized.csv,formula,,522.76463805187,297.40717244907404,297.40717244907404,False,False,0.9985328060956893,680.5731697507455,,,gbar_char_logmean,sigma_char_rms,2782.7392511013213,2670.8003207066026,0.0599474730640555,0.06874087747595994,0.06584286991765326,3,True,4.493858674314385,0.026232619926781334,4.760267028602968,0.12487427571133039,-1.4938586743143851,0.5689121849507437,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,3.4067639632762936,2.7899681303993313,0.10028570477646227,0.04552604738271516,23.7223952634895,0.9123998178265192,27,27,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC2976_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC2976_rotation_curve.png,ok,
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,formula,,481.09030421199265,273.88624130279584,273.88624130279584,False,False,0.999218302046707,1278.266493902623,,,gbar_char_logmean,sigma_char_rms,3718.225576,2920.4902123052666,0.11141434007375411,0.13338140653171546,0.11842484039270108,11,True,4.485728007772746,0.043148071260958716,5.2052986354728175,0.2245985964579523,-1.485728007772746,0.5693031825935693,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,34.99202549764748,29.44655838657508,0.17391023439326572,0.139941470695115,1999.2008035408853,166.60006696174045,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC2998_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC2998_rotation_curve.png,ok,
NGC3109,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3109_normalized.csv,formula,,1999.603849448722,2000.0,2000.0,False,True,0.999801924724361,5047.585679227292,,,gbar_char_logmean,sigma_char_rms,113.16475728155339,110.90795345704184,0.4255132035270339,0.42605014747073816,0.425514901921074,25,True,1.751490897549674,4.082502100994288,0.19767538215350777,0.8070101629565443,1.248509102450326,1.7840837148907367,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,19.191767932141982,17.093709608903747,0.5387968105363898,0.36579709622989603,2164.279401348911,90.17830838953796,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3109_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3109_rotation_curve.png,ok,
NGC3198,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3198_normalized.csv,formula,,970.1269447055312,555.3180714312704,555.3180714312704,False,False,0.999376045564507,1601.6811304097,,,gbar_char_logmean,sigma_char_rms,2740.306332179931,1354.2513600641344,0.12922497875836553,0.17804772634277058,0.14610523654850546,33,True,4.426175620022688,0.11479972180753548,2.4137327106687163,0.27709584370251716,-1.426175620022688,0.5724179443339033,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,37.194499562588824,27.713983949180832,0.25014424291227455,0.1734624825501799,12394.507949969622,295.1073321421339,43,43,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3198_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3198_rotation_curve.png,ok,
NGC3521,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3521_normalized.csv,formula,,84.24798420409273,47.90772379708718,47.90772379708718,False,False,0.9991749953185797,1211.1143340403528,,,gbar_char_logmean,sigma_char_rms,20126.36903797468,17557.361539792415,0.11174300741228108,0.114475414292522,0.11262042020454438,4,True,4.499376185130803,0.006825464710393111,31.29314033668524,0.21359022504542433,-1.499376185130803,0.5686512769377317,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,52.50531485937884,50.60481971462002,0.2457678621526948,0.27351755213383316,1205.1598434530076,30.12899608632519,41,41,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3521_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3521_rotation_curve.png,ok,
NGC3726,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3726_normalized.csv,formula,,788.1883225085535,449.5362463217088,449.5362463217088,False,False,0.9992166565641777,1275.5792809003194,,,gbar_char_logmean,sigma_char_rms,2181.7475889344114,1709.7227242590675,0.11760225690555125,0.12569496326863014,0.1181929760105539,4,True,4.464900680950775,0.07355976248699682,3.0473025816435615,0.22415885413171263,-1.464900680950775,0.5703411652826541,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,35.129318251492116,30.458880425744226,0.20483966841833612,0.19155348995247645,254.2385389724878,23.112594452044345,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3726_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3726_rotation_curve.png,ok,
NGC3741,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3741_normalized.csv,formula,,1999.6403589590063,2000.0,2000.0,False,True,0.9998201794795032,5560.10057538006,,,gbar_char_logmean,sigma_char_rms,62.766108949416356,82.1108933908245,0.459723850398336,0.4848642762235802,0.4656155254891938,21,True,1.6349314835718654,6.0339403137035585,0.14634930790859887,0.8830629888723097,1.3650685164281346,1.8006590806033742,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,10.21317749282211,8.955490610377772,0.2670340037433743,0.2535692949878349,382.76302108142056,19.138151054071027,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3741_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3741_rotation_curve.png,ok,
NGC3769,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3769_normalized.csv,formula,,1577.1717857178005,930.0240459522726,930.0240459522726,False,False,0.999549609762079,2219.296791102395,,,gbar_char_logmean,sigma_char_rms,779.5212131601876,761.1889148261585,0.19639371895988667,0.20807664787196434,0.19795720419243665,9,True,4.1964169795334385,0.2767280551058828,1.3566953941455233,0.37543567779299974,-1.1964169795334385,0.5896783434589538,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,37.54028939072528,33.776532699621455,0.29665308911975874,0.2795328269974526,250.9342724940245,22.812206590365864,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3769_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3769_rotation_curve.png,ok,
NGC3877,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3877_normalized.csv,formula,,274.8677664251179,156.37885910074712,156.37885910074712,False,False,0.9993072469636964,1442.515867264729,,,gbar_char_logmean,sigma_char_rms,5055.686628571429,5252.418023885908,0.12280455941134336,0.1503932747559566,0.13253608277829854,2,True,4.493611351030722,0.026850302435283486,9.361580551603769,0.2513612690828292,-1.4936113510307223,0.5689239634555306,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,29.045348293622112,24.015548131946915,0.26221041027980596,0.16074583127370373,277.0230286906727,23.08525239088939,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3877_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3877_rotation_curve.png,ok,
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,formula,,405.956343170191,230.96994151937838,230.96994151937838,False,False,0.9989868330824562,986.0041971210617,,,gbar_char_logmean,sigma_char_rms,3104.9381882295975,3494.771820901558,0.08995928484217122,0.10177308339070598,0.0929925405581871,6,True,4.4930094034464965,0.02831415608899694,6.228862166351362,0.1763649756349201,-1.4930094034464965,0.5689526605636699,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,33.74940998315698,29.61976048418483,0.17325267841725825,0.19120817792040432,166.79732154319913,18.533035727022124,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3893_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3893_rotation_curve.png,ok,
NGC3917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3917_normalized.csv,formula,,1045.8437586601312,597.9920417092397,597.9920417092397,False,False,0.9992363774080151,1308.5474263020747,,,gbar_char_logmean,sigma_char_rms,1401.0041762452108,1242.4668338034214,0.12046654528733193,0.12349177200307267,0.12103531272097337,16,True,4.437694077222595,0.10365771385855335,2.2144949801123217,0.22954948698968583,-1.437694077222595,0.5717795194144002,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,25.645375287629328,23.604206605510132,0.2081418964917035,0.1880917613815285,617.8905924459017,38.618162027868856,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3917_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3917_rotation_curve.png,ok,
NGC3949,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3949_normalized.csv,formula,,181.97529153399765,103.48885837986977,103.48885837986977,False,False,0.9989469207303742,948.596130930684,,,gbar_char_logmean,sigma_char_rms,8354.517986270024,8026.112084205152,0.08857369180807449,0.09770117751513376,0.08970260535269008,1,True,4.498397288817061,0.011892527682553722,14.30523893010673,0.17012544998183948,-1.4983972888170607,0.5686973077910162,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,32.00341447298916,28.01331749481789,0.19114156629654364,0.2168628132868403,196.33918926678348,32.72319821113058,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3949_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3949_rotation_curve.png,ok,
NGC3953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3953_normalized.csv,formula,,235.64024235278708,133.99756665234202,133.99756665234202,False,False,0.9975555933652691,408.09723684746274,,,gbar_char_logmean,sigma_char_rms,6368.252248779825,6146.810842889016,0.04087698845536272,0.041407413296290344,0.040894188856539594,0,True,4.499336254637402,0.007079231001057375,10.955690232477762,0.07755786193173805,-1.4993362546374023,0.5686531524260128,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,18.255067395805895,17.311044872833044,0.08180394180811933,0.08726937911330168,68.98931174465447,9.855615963522068,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3953_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3953_rotation_curve.png,ok,
NGC3972,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3972_normalized.csv,formula,,741.9538978254063,422.78058291485235,422.78058291485235,False,False,0.9990897245217412,1097.5685365410777,,,gbar_char_logmean,sigma_char_rms,1960.3350696361863,1827.6612023242815,0.10275269303276575,0.10304011047172101,0.1027547179322401,9,True,4.475213520830843,0.059824683963418814,3.2575087300346626,0.19487943028240146,-1.4752135208308426,0.5698205564442488,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,20.950144177119505,19.06807060880927,0.17949910535639557,0.1736657876964245,182.4193884724531,20.26882094138368,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\NGC3972_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\NGC3972_rotation_curve.png,ok,
