galaxy,source_file,g_scale,lambda_reorg,l0_kpc,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC6195,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6195_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,43.399977068986736,40.117500509961545,0.16896074989382487,0.17474908708597423,1330.166078443368,63.34124183063657,23,23,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC6195_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC6195_rotation_curve.png,ok,
NGC6503,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6503_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,36.57923862669783,33.621636325480175,0.2925488799860387,0.3359327037839141,20427.528496111074,704.3975343486577,31,31,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC6503_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC6503_rotation_curve.png,ok,
NGC6674,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6674_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,71.31331414933878,65.92080488339843,0.2660765914939737,0.2660778071619616,13022.131427267614,1001.7024174821241,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC6674_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC6674_rotation_curve.png,ok,
NGC6789,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6789_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,21.669908254036788,18.384317397279528,0.45051331247208404,0.4365396536478212,53.64656728212487,26.823283641062435,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC6789_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC6789_rotation_curve.png,ok,
NGC6946,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6946_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,26.791430493590436,22.604763907211098,0.14437648263709008,0.12601677393018085,4877.974116883685,87.10668065863725,58,58,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC6946_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC6946_rotation_curve.png,ok,
NGC7331,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7331_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,70.03093996353778,55.1012501551038,0.22491968180740093,0.16884197899196446,5662.330164605281,166.53912248839063,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC7331_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC7331_rotation_curve.png,ok,
NGC7793,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7793_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,10.95339521925768,8.17690203795504,0.16327104892792993,0.0773474133902705,104.9616810144621,2.3854927503286842,46,46,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC7793_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC7793_rotation_curve.png,ok,
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,52.34625846619839,47.09693275164702,0.2107453586313188,0.21527649656647063,2668.699136129072,166.793696008067,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC7814_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC7814_rotation_curve.png,ok,
PGC51017,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\PGC51017_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,3.751666635588581,2.731331558627828,0.13793166418790243,0.09615934950584264,9.581402021776405,2.3953505054441013,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\PGC51017_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\PGC51017_rotation_curve.png,ok,
UGC00128,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00128_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,48.39540762049233,47.0903700779192,0.38764715037946984,0.40156590741190823,61798.11590322777,3089.9057951613886,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC00128_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC00128_rotation_curve.png,ok,
UGC00191,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00191_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,21.671044047474883,19.533877919766603,0.3111282484672904,0.34213206012814995,3701.3515068390952,528.7645009770137,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC00191_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC00191_rotation_curve.png,ok,
UGC00634,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00634_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,41.008157917114076,39.135899478175965,0.3966616617290565,0.42653766503954527,3440.575491690752,1720.287745845376,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC00634_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC00634_rotation_curve.png,ok,
UGC00731,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00731_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,27.791460194013236,27.52584695936478,0.4641735163496241,0.47943437186026905,1247.778573792672,124.7778573792672,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC00731_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC00731_rotation_curve.png,ok,
UGC00891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC00891_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,20.517493071976926,18.00418017456051,0.32581095929678433,0.36914459812343076,4813.394950275117,1604.4649834250388,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC00891_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC00891_rotation_curve.png,ok,
UGC01230,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC01230_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,36.73305309123937,33.93090530393675,0.33906863295312595,0.38993584624749933,116.13248675766258,12.903609639740287,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC01230_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC01230_rotation_curve.png,ok,
UGC01281,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC01281_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,15.161255417718419,12.476129248288382,0.4075061433283336,0.35431688995161637,290.4586823501516,12.62863836305007,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC01281_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC01281_rotation_curve.png,ok,
UGC02023,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02023_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,8.139466065929664,5.763709870313697,0.1351275875280924,0.12602841568682205,4.386541932013208,1.4621806440044027,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC02023_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC02023_rotation_curve.png,ok,
UGC02259,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02259_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,35.42156109173609,35.261112593627146,0.44547594627851983,0.43596884304262196,2847.468466633321,474.5780777722202,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC02259_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC02259_rotation_curve.png,ok,
UGC02455,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02455_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,33.986964063622935,31.479596190938263,1.036126682956894,1.1251854877079914,697.448210519259,116.2413684198765,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC02455_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC02455_rotation_curve.png,ok,
UGC02487,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02487_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,104.50070575395166,97.7519799626848,0.2810273542777332,0.31300379164379133,20907.796048360833,1393.8530698907223,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC02487_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC02487_rotation_curve.png,ok,
UGC02885,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02885_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,65.81411925303001,56.813831796287964,0.1954903829647534,0.1802099216587125,822.9846756798905,48.41086327528768,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC02885_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC02885_rotation_curve.png,ok,
UGC02916,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02916_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,39.5045910250652,31.58820510467423,0.15321765185456968,0.14518487734294575,10306.357440886006,251.37457172892698,43,43,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC02916_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC02916_rotation_curve.png,ok,
UGC02953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC02953_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,60.429499665855104,52.334210326685586,0.19873557823421864,0.2118924433409914,56827.891016048474,502.9016904075086,115,115,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC02953_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC02953_rotation_curve.png,ok,
UGC03205,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03205_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,32.60676244786444,24.522578878019107,0.11866638998391799,0.09952256593809737,7414.983324757165,161.19528966863402,48,48,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC03205_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC03205_rotation_curve.png,ok,
UGC03546,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03546_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,71.59216767284002,60.45574149635409,0.27443977728428653,0.31743614141541077,2250.1249685450884,80.36160601946744,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC03546_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC03546_rotation_curve.png,ok,
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,36.889194014756605,33.5627795577518,0.39300963445903336,0.355245978682156,12153.091333423956,270.0686962983101,47,47,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC03580_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC03580_rotation_curve.png,ok,
UGC04278,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04278_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,25.114849353468426,20.90747159030609,0.3179989030484757,0.3139084414730054,647.0280940575067,28.131656263369855,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC04278_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC04278_rotation_curve.png,ok,
UGC04305,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04305_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,3.724408829646509,3.2098181842769677,0.1410403643742258,0.08565240367942248,28.92036195749469,1.4460180978747346,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC04305_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC04305_rotation_curve.png,ok,
UGC04325,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04325_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,33.3929107006047,32.93140559567908,0.4138106492595821,0.39117896702424504,957.2955986759198,159.54926644598663,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC04325_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC04325_rotation_curve.png,ok,
UGC04483,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04483_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,5.951154575096784,5.152013915169851,0.24674733562171508,0.28949672820148586,121.21692323815284,20.20282053969214,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC04483_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC04483_rotation_curve.png,ok,
UGC04499,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC04499_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,19.086480095447055,17.690416697660403,0.2743122084136463,0.29366723805275335,434.64455684288157,62.09207954898308,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC04499_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC04499_rotation_curve.png,ok,
UGC05005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05005_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,26.520883501857885,21.23880423384398,0.24797078484224117,0.2677287616828253,72.75431252162721,8.083812502403024,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05005_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05005_rotation_curve.png,ok,
UGC05253,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05253_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,43.17678047733272,40.048976288072176,0.16759920790297292,0.16616567611568328,11772.928591892294,165.81589566045486,73,73,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05253_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05253_rotation_curve.png,ok,
UGC05414,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05414_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,11.453755097650163,9.592244323844351,0.18395687310518605,0.20799595009004548,131.72171747852275,32.93042936963069,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05414_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05414_rotation_curve.png,ok,
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,27.45240874499289,26.930412656104064,0.41587114510813955,0.41553243438394444,15449.952748855107,1544.9952748855108,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05716_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05716_rotation_curve.png,ok,
UGC05721,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05721_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,34.03005657799541,30.76356120935601,0.40154283159224724,0.4855690064027045,1212.253906391423,57.726376494829665,23,23,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05721_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05721_rotation_curve.png,ok,
UGC05750,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05750_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,16.42023661246426,13.743106729468401,0.2667600677459459,0.2988332842188885,55.97605059137862,6.219561176819847,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05750_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05750_rotation_curve.png,ok,
UGC05764,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05764_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,23.82007646925991,23.302808150449817,0.5176204347740949,0.5282306570398022,15028.57327438057,1878.5716592975712,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05764_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05764_rotation_curve.png,ok,
UGC05829,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05829_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,16.938073907582638,16.213663127164082,0.35500230447297054,0.3423674022176027,123.25930043767477,13.695477826408307,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05829_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05829_rotation_curve.png,ok,
UGC05918,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05918_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,13.866412527060332,13.598200231411571,0.3920456871719212,0.3791551845653518,99.59398707436925,16.59899784572821,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05918_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05918_rotation_curve.png,ok,
UGC05986,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05986_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,36.79116837314538,33.149716156804956,0.3149136984207247,0.3298010424887466,2352.669800115846,180.97460000891124,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05986_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05986_rotation_curve.png,ok,
UGC05999,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05999_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,31.64927819958515,28.81780254304732,0.3189071998775069,0.37884911614727296,200.33536211094722,66.77845403698241,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC05999_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC05999_rotation_curve.png,ok,
UGC06399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06399_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,26.168611191450466,24.12765678908586,0.32780523870548456,0.3598362078725955,294.75639393261775,42.10805627608825,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06399_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06399_rotation_curve.png,ok,
UGC06446,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06446_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,32.80091806939862,32.05596885654076,0.43452292730502806,0.4411343030513794,947.418629151005,63.161241943400334,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06446_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06446_rotation_curve.png,ok,
