galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,0.26,14.6,13.0,99.43692307692307,299.7001748251747,179916.11868108995,180015.55560416688,216.34242408063054,-201.74242408063054
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,0.44,10.0,7.0,153.3829545454545,250.81657558128154,88973.35819574725,89126.7411502927,198.0297101601898,-188.0297101601898
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,0.77,10.7,7.13,227.35337662337665,195.6556066280786,39660.482864663536,39887.83624128691,175.25305676589758,-164.5530567658976
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,0.89,17.4,9.6,241.42797752808988,50.050784188489075,8777.630700234327,9019.058677762418,89.5933157283988,-72.1933157283988
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,1.22,23.5,11.2,249.87622950819673,-27.24933056553208,-3486.2010709120264,-3236.32484140383,1.104536101718726e-06,23.499998895463897
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,1.55,31.0,5.2,223.4434193548387,-102.10949532064573,-10282.313871157792,-10058.870451802954,1.2449899597988732e-06,30.99999875501004
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,1.8,32.3,2.41,190.6527222222222,-80.94436910338243,-7018.924365053583,-6828.271642831361,1.3416407864998739e-06,32.29999865835921
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,2.21,40.9,5.9,170.02013574660631,-43.32407124465944,-3059.80262493578,-2889.7824891891737,1.4866068747318505e-06,40.89999851339312
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,2.31,43.8,4.26,168.55744588744588,-10.473806724385607,-707.6996825854983,-539.1422366980524,1.5198684153570665e-06,43.799998480131585
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,2.54,44.8,4.5,166.56377952755906,-1.9750437938269794,-121.36667066692023,45.197108860638835,10.71450682514238,34.08549317485762
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,3.1,51.7,12.7,166.99716129032257,4.996867107960978,251.5895109224518,418.5866722127744,36.022474704822834,15.677525295177169
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,3.43,55.7,4.5,171.01099125364433,-4.492958338098233,-204.4535692658928,-33.442578012248475,1.8520259177452133e-06,55.699998147974085
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,3.86,59.4,9.85,163.5825129533679,-20.59837527873061,-832.9176914915454,-669.3351785381775,1.96468827043885e-06,59.399998035311725
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,4.09,62.0,4.5,157.41606356968214,-14.704348546784193,-561.1499205062718,-403.73385693658963,2.0223748416156684e-06,61.999997977625156
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,4.37,63.0,3.2,156.08329519450797,-5.5736431053828515,-199.07381742020726,-42.990522225699294,2.0904544960366874e-06,62.999997909545506
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,4.76,66.6,6.9,153.68172268907563,-5.64875836935329,-185.2262226987851,-31.54450000970948,2.181742422927143e-06,66.59999781825758
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,5.4,71.3,2.95,150.26507407407408,-5.596353546072467,-161.7587597304556,-11.49368565638153,2.3237900077244503e-06,71.29999767620998
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,5.86,72.3,15.5,147.5257337883959,-6.86318459035663,-182.80349255819658,-35.27775876980067,2.420743687382041e-06,72.29999757925631
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,6.08,73.4,6.0,145.59810855263157,-6.65192443845618,-170.7655075228812,-25.16739897024962,2.4657656011875905e-06,73.3999975342344
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,6.43,72.4,5.81,143.7341368584759,-2.553853047868384,-61.99281479841911,81.74132206005677,22.925895857003386,49.47410414299662
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,6.97,77.1,12.1,143.3251793400287,0.06092312925181217,1.3642873410593632,144.68946668108808,31.7566620218055,45.3433379781945
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,156.08329519450797,7.96,80.3,13.5,143.82734924623117,0.4539324818546683,8.900914266796208,152.72826351302737,34.86713319967241,45.43286680032759
