galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,3.54,223.0,8.0,7434.187966101695,-1851.2639862302292,-1750425.7817496979,-1742991.593783596,1.8814887722226778e-06,222.99999811851123
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,4.23,230.0,6.13,6156.815815602836,-1506.9786258143865,-1192464.1625628178,-1186307.346747215,2.056696380120313e-06,229.9999979433036
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,4.97,248.0,5.1,5279.208531187122,-854.866843754791,-575732.4326696108,-570453.2241384237,2.229349680960795e-06,247.9999977706503
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,5.74,258.0,6.6,4865.9668815331015,-423.8505200186173,-247160.71260678483,-242294.74572525173,2.395829710142188e-06,257.9999976041703
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,6.47,263.0,7.0,4643.432751159196,-194.12924727380667,-100430.42503386809,-95786.99228270889,2.543619468395381e-06,262.9999974563805
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,7.22,272.0,6.25,4578.655595567868,-116.49194467836425,-54005.41509491975,-49426.75949935188,2.6870057685088805e-06,271.99999731299425
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,8.02,287.0,4.01,4462.870236907732,-139.8640888271672,-58372.79153327039,-53909.92129636266,2.8319604517012594e-06,286.99999716803956
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,8.79,289.0,7.25,4359.068976109215,-98.65695239142666,-37567.94429298361,-33208.87531687439,2.9647934160747187e-06,288.9999970352066
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,9.5,292.0,6.93,4316.85794736842,-6.161858512174098,-2171.034512256952,2145.8234351114684,142.77717826585223,149.22282173414777
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,10.27,302.0,10.4,4349.949425511198,11.508587896877877,3750.854400361294,8100.803825872492,288.4358772616723,13.564122738327683
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,11.08,302.0,10.3,4335.041516245487,-96.71322578147323,-29216.266637978846,-24881.225121733358,3.3286633954186476e-06,301.9999966713366
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,11.82,304.0,10.4,4200.043925549914,-198.20062855285562,-56126.26748013405,-51926.22355458413,3.4380226875342167e-06,303.9999965619773
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,structural,3347.1764769820966,12.56,303.0,10.4,4041.704585987261,-203.78769511962756,-54308.39007984208,-50266.68549385482,3.5440090293338702e-06,302.999996455991
