galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,0.6,16.0,3.53,341.7008333333333,197.06208289427465,66679.99321882757,67021.6940521609,200.53183395983925,-184.53183395983925
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,0.73,16.6,4.83,367.318904109589,137.492666666667,38238.460899281716,38605.779803391306,167.8756064962258,-151.2756064962258
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,0.85,18.6,2.5,376.07400000000007,158.19254682694987,37784.2512838937,38160.3252838937,180.1007398410946,-161.5007398410946
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,0.98,20.0,7.58,406.8670408163265,211.10713678844482,43734.137732765405,44141.00477358173,207.98602039105918,-187.98602039105918
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,1.07,21.4,4.03,422.51757009345795,125.9586701563744,23899.456109883657,24321.973679977116,161.32114504173194,-139.92114504173193
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,1.54,28.9,2.74,477.40389610389616,61.85956665514063,8155.111081765573,8632.514977869469,115.29992656510663,-86.39992656510663
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,2.02,32.9,2.65,481.28415841584155,-24.266667215684404,-2438.947733386935,-1957.6635749710933,1.4212670403551894e-06,32.899998578732955
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,2.49,35.2,2.88,454.35056224899597,-74.08086864249957,-6040.187879020163,-5585.837316771167,1.57797338380595e-06,35.19999842202662
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,2.96,37.6,3.05,411.64814189189195,-96.34164397805846,-6607.939686216699,-6196.291544324807,1.7204650534085253e-06,37.59999827953495
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,3.43,40.6,3.68,363.789416909621,-88.25511548782826,-5223.835543660808,-4860.046126751187,1.8520259177452133e-06,40.599998147974084
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,3.9,42.7,3.25,328.6883333333334,-72.09865424194065,-3753.239514347113,-3424.5511810137796,1.97484176581315e-06,42.69999802515824
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,4.37,45.5,2.99,296.0166819221968,-64.81672239369004,-3011.2676440957794,-2715.2509621735826,2.0904544960366874e-06,45.499997909545506
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,4.86,48.9,1.96,266.4642798353909,-56.46875969429924,-2358.93355465904,-2092.4692748236494,2.2045407685048603e-06,48.89999779545923
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,5.34,51.5,1.53,241.24198501872658,-49.90839131146328,-1897.4749145461917,-1656.232929527465,2.3108440016582685e-06,51.499997689156
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,5.81,53.0,1.86,219.05130808950085,-40.659246835208506,-1420.7802967087864,-1201.7289886192855,2.41039415863879e-06,52.99999758960584
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,6.28,55.0,1.48,203.02229299363057,-31.48925604478025,-1017.9969692475842,-814.9746762539536,2.5059928172283337e-06,54.99999749400718
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,6.75,57.6,0.99,189.4514074074074,-25.36490767578429,-762.909884134736,-573.4584767273286,2.598076211353316e-06,57.59999740192379
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,7.22,59.7,1.19,179.17927977839335,-18.675666513981003,-525.1491189546796,-345.9698391762862,2.6870057685088805e-06,59.699997312994235
DDO161,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO161_normalized.csv,structural,203.02229299363057,7.69,60.5,1.26,171.89628088426525,-14.092579655779316,-372.0556353591295,-200.15935447486424,2.7730849247724095e-06,60.49999722691508
