galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,0.25,20.9,3.4,1201.5091999999997,474.01114250103944,2247744.080929565,2248945.590129565,749.8242444282469,-728.9242444282469
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,0.83,40.0,3.29,1476.4356626506026,628.5208439143267,897717.9587183964,899194.394381047,863.9047096388982,-823.9047096388982
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,1.38,51.5,2.96,1911.7377536231888,585.2077499185928,502723.6344895601,504635.37224318326,834.5039327022928,-783.0039327022928
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,1.85,67.9,3.45,2073.3475675675672,-375.1910102497549,-240424.66313423266,-238351.3155666651,1.3601470508735443e-06,67.89999863985295
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,2.68,80.2,2.93,1423.9894402985074,-548.6612643383099,-242698.91042152577,-241274.92098122727,1.63707055437449e-06,80.19999836292945
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,3.19,83.3,3.08,1338.141473354232,-160.16995660285534,-59523.532290615585,-58185.39081726135,1.786057109949175e-06,83.29999821394289
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,3.68,91.4,2.83,1263.819483695652,-162.3939480070522,-52314.290804785116,-51050.47132108946,1.918332609325088e-06,91.39999808166739
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,4.13,102.0,5.4,1185.491162227603,-220.816455896905,-63384.00894435887,-62198.51778213127,2.0322401432901573e-06,101.99999796775985
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,5.23,105.0,4.21,921.5539770554492,-242.528842241477,-54974.3401649261,-54052.78618787065,2.286919325205854e-06,104.99999771308067
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,6.05,109.0,2.1,719.8357851239671,-218.59315077860273,-42833.09890438337,-42113.2631192594,2.4596747752497684e-06,108.99999754032523
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,6.81,108.0,2.1,576.176798825257,-142.38729769238506,-24786.913807311787,-24210.73700848653,2.6095976701399775e-06,107.99999739040233
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,7.56,109.0,2.1,504.83096560846565,-81.97988300959456,-12855.347458773436,-12350.51649316497,2.749545416973504e-06,108.99999725045458
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,8.32,110.0,2.1,452.3871754807692,-66.18829694205029,-9430.966474482799,-8978.579299002029,2.8844410203711914e-06,109.99999711555898
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,9.09,111.0,2.33,403.5628712871287,-77.36587222678432,-10089.83033915102,-9686.26746786389,3.014962686336267e-06,110.99999698503731
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,1185.491162227603,9.86,112.0,4.74,333.2437322515214,-91.32355718910043,-10980.047662359597,-10646.803930108075,3.140063693621516e-06,111.9999968599363
