galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.12,6.48,2.6,43.96333333333334,-234.17543859649123,-275000.9305635628,-274956.96723022946,3.4641016151377545e-07,6.4799996535898385
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.19,8.6,2.65,27.57105263157895,-19.77106227106223,-14663.933085091501,-14636.362032459921,4.3588989435406735e-07,8.599999564110105
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.26,10.2,3.03,41.195384615384626,190.4318751424014,103214.41681040435,103255.61219501973,163.84889127090585,-153.64889127090586
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.33,11.7,3.55,54.23151515151515,173.00439560439548,73878.36319010935,73932.59470526087,156.19781129303985,-144.49781129303986
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.4,12.7,3.75,65.416,182.28704982960318,64219.939503397414,64285.35550339741,160.35629766666156,-147.65629766666157
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.47,14.1,3.43,79.75170212765958,243.3612121212121,72967.18115510873,73046.93285723639,185.28912122113672,-171.18912122113673
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.55,16.0,3.33,101.92018181818182,297.7520933424845,76289.75165303554,76391.67183485371,204.97663161728838,-188.97663161728838
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.62,18.1,2.66,124.41451612903226,308.0090532655752,70007.7080155829,70132.12253171194,208.52317849500903,-190.42317849500904
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.69,21.2,3.78,145.0414492753623,266.70176449187466,54469.18352644204,54614.2249757174,194.12319602058122,-172.92319602058123
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.76,21.6,3.33,161.75276315789472,266.217703110579,49362.529576800385,49524.28233995828,194.00632612976386,-172.40632612976387
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.83,23.3,3.09,182.31192771084338,211.08740601503754,35839.19925706897,36021.51118477981,172.90996004674582,-149.6099600467458
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.9,24.5,3.26,191.30499999999998,107.94572990045593,16901.958264512414,17093.263264512414,124.03199965356188,-99.53199965356188
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,0.97,24.4,3.29,197.4243298969072,67.93818681318717,9869.98027627484,10067.404606171747,98.81994974693417,-74.41994974693418
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,1.04,25.3,2.78,200.81634615384618,32.58361527949162,4415.094434863446,4615.910781017292,69.28598135451344,-43.98598135451344
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,1.11,25.4,2.78,201.98603603603604,-10.07536091359612,-1279.1212104994192,-1077.1351744633832,1.053565375285274e-06,25.399998946434625
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,1.19,25.9,2.73,199.30504201680677,-56.926483626483595,-6741.265996580343,-6541.960954563537,1.0908712114635715e-06,25.899998909128787
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,1.26,26.7,2.67,193.4470634920635,-78.79863524357145,-8812.968499578259,-8619.521436086196,1.1224972160321825e-06,26.699998877502782
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,1.33,27.1,3.16,188.27323308270675,-84.73514739229014,-8978.13260237527,-8789.859369292562,1.1532562594670797e-06,27.09999884674374
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,1.4,28.6,3.34,181.5841428571429,-92.24632865948637,-9285.282512170259,-9103.698369313117,1.1832159566199231e-06,28.599998816784044
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,1.48,28.9,3.21,174.4362837837838,-85.25987711213543,-8118.149673790293,-7943.713390006509,1.2165525060596438e-06,28.899998783447494
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,140.92046486775317,1.55,30.4,4.14,168.79516129032257,-63.34338505171882,-5758.954366313099,-5590.159205022776,1.2449899597988732e-06,30.39999875501004
