galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,1.74,145.0,6.8,23671.67683908046,-6209.324275451561,-11080211.532155534,-11056539.855316455,1.3190905958272919e-06,144.9999986809094
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,3.5,174.0,6.8,12743.266114285712,-4282.876561438475,-3799447.7117382246,-3786704.445623939,1.8708286933869708e-06,173.9999981291713
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,5.24,194.0,6.4,8681.6088740458,-2132.9657015822827,-1263879.1337837337,-1255197.524909688,2.2891046284519193e-06,193.99999771089537
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,6.98,190.0,5.5,5320.545472779368,-1411.7270506949862,-627983.5574583958,-622663.0119856165,2.6419689627245813e-06,189.99999735803104
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,8.81,186.0,5.8,3641.7433030646994,-702.146020251243,-247459.7039717953,-243817.9606687306,2.968164415931166e-06,185.9999970318356
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,10.9,188.0,7.0,2568.133073394495,-423.83137690652865,-120731.21353458833,-118163.08046119384,3.3015148038438355e-06,187.9999966984852
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,13.12,187.0,8.5,1815.0300685975615,-284.14469798573754,-67244.79601820747,-65429.765949609915,3.6221540552549664e-06,186.99999637784595
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,15.33,179.0,12.6,1309.372061317678,-187.56449908368796,-37989.31350039779,-36679.94143908011,3.915354390090378e-06,178.9999960846456
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,17.3,176.0,11.7,1031.0104624277456,-123.18894347221183,-22109.48294534842,-21078.472482920675,4.1593268686170844e-06,175.99999584067314
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,3104.9381882295975,19.05,167.0,13.5,851.1091916010498,-102.80072618668328,-16755.375355105894,-15904.266163504844,4.364630568559039e-06,166.99999563536943
