galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,0.35,20.9,9.81,6794.885714285713,3103.2578994214527,14587141.049948085,14593935.93566237,2260.061410112971,-2239.1614101129708
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,1.07,61.7,8.19,9029.23140186916,1094.1520785714288,1682341.9298219825,1691371.1612238516,1345.2758611190202,-1283.5758611190201
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,1.6,81.3,4.32,8162.575812499999,-1295.4346507980574,-1332035.759801127,-1323873.183988627,1.2649110640673517e-06,81.29999873508893
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,3.7,124.0,3.41,5622.238270270269,-994.6668384902695,-442278.95235380495,-436656.71408353467,1.9235384061671345e-06,123.9999980764616
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,5.09,156.0,7.02,4691.188546168959,-490.0045628297476,-158380.86076525043,-153689.67221908146,2.2561028345356956e-06,155.99999774389715
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,6.61,166.0,6.34,4196.324992435703,-347.89097832585145,-86588.86843863396,-82392.54344619825,2.570992026436488e-06,165.99999742900798
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,8.17,165.0,12.1,3619.6843329253365,-419.65701783048314,-84507.02066921981,-80887.33633629448,2.8583211855912903e-06,164.99999714167882
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,9.11,174.0,4.84,3147.182447859496,-420.43218779853316,-75927.29674673504,-72780.11429887555,3.018277654557314e-06,173.99999698172235
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,10.37,164.0,5.86,2694.733519768564,-279.5379453808835,-44348.85069412168,-41654.117174353116,3.2202484376209234e-06,163.99999677975157
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,11.28,176.0,7.35,2540.5851063829787,-192.06588815650824,-28013.12094948126,-25472.53584309828,3.358571124749333e-06,175.99999664142888
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,13.62,174.0,3.28,2070.519383259912,-204.49149431303746,-24701.2253688094,-22630.705985549488,3.6905284174491868e-06,173.99999630947158
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,15.04,168.0,2.23,1771.6970877659578,-200.65597165468438,-21949.49890822617,-20177.801820460212,3.878143885933063e-06,167.99999612185613
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,16.37,166.0,2.23,1518.7154612095296,-182.87307792536302,-18378.981993750356,-16860.266532540827,4.045985664828782e-06,165.99999595401434
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,17.59,167.0,4.59,1305.370739056282,-156.58836946719114,-14645.83103804593,-13340.460298989648,4.194043395102154e-06,166.99999580595662
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,18.8,167.0,5.3,1138.2057234042552,-124.5754089990447,-10901.71513468645,-9763.509411282195,4.33589667773576e-06,166.99999566410332
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,20.13,165.0,3.48,988.9492001987086,-102.53018679672775,-8379.697299670985,-7390.748099472276,4.486646854834911e-06,164.99999551335316
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,21.35,165.0,3.12,876.7537470725994,-83.02951379832601,-6398.158176518625,-5521.4044294460255,4.620606020859169e-06,164.99999537939397
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,1645.2062744877437,22.57,165.0,2.39,786.357186530793,-67.70400618260858,-4935.181913140656,-4148.824726609863,4.750789408087881e-06,164.9999952492106
