galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,0.49,211.0,40.1,130900.17020408163,-64728.31320283211,-2861278461.9999766,-2861147561.8297725,7e-07,210.9999993
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,0.98,233.0,17.4,99183.2967346939,-66543.19922254617,-1470752235.8215437,-1470653052.524809,9.899494936611665e-07,232.99999901005052
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,1.47,227.0,14.4,65687.83496598639,-51550.717975361214,-759590106.9409316,-759524419.1059656,1.212435565298214e-06,226.99999878756444
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,1.97,234.0,10.8,48148.0859390863,-25428.540328622206,-279587094.68542755,-279538946.59948844,1.4035668847618199e-06,233.9999985964331
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,2.46,245.0,7.67,40513.580040650406,-13243.184441475125,-116605554.01759581,-116565040.43755516,1.5684387141358121e-06,244.9999984315613
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,2.95,244.0,23.3,35169.76518644067,-9734.767720644695,-71476864.60986492,-71441694.84467848,1.7175564037317668e-06,243.99999828244358
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,3.44,261.0,23.3,30973.507674418604,-8744.824033523353,-55062325.38204934,-55031351.87437492,1.8547236990991407e-06,260.9999981452763
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,3.93,259.0,22.7,26599.837633587787,-8182.438341705191,-45097462.6137937,-45070862.77616011,1.982422760159901e-06,258.99999801757724
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,4.42,258.0,22.7,22954.718099547517,-6297.182035241016,-30859287.506553937,-30836332.78845439,2.102379604162864e-06,257.9999978976204
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,4.92,258.0,22.5,20365.627418699183,-4321.882917775677,-19026977.77311489,-19006612.14569619,2.2181073012818834e-06,257.9999977818927
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,5.74,261.0,22.4,17249.832648083622,-3312.0179642573826,-12498062.94200957,-12480813.109361487,2.395829710142188e-06,260.9999976041703
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,6.56,263.0,22.4,14933.917957317077,-2706.781839523213,-8937402.78434916,-8922468.866391843,2.5612496949731394e-06,262.9999974387503
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,7.37,264.0,22.3,12837.778249660785,-2258.744988308866,-6638372.681896078,-6625534.903646418,2.7147743920996455e-06,263.9999972852256
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,8.19,265.0,22.2,11252.163626373625,-1722.5377649118636,-4555612.401966443,-4544360.23834007,2.8618176042508367e-06,264.9999971381824
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,9.01,265.0,22.2,10012.81631520533,-1491.7171889966457,-3586110.1022665044,-3576097.285951299,3.0016662039607267e-06,264.9999969983338
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,9.83,264.0,22.0,8805.747436419126,-1456.9683474714723,-3210395.331719893,-3201589.584283474,3.1352830813181767e-06,263.99999686471693
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,10.65,264.0,21.9,7623.388225352114,-1361.7226590962302,-2769497.469111472,-2761874.08088612,3.263433774416144e-06,263.99999673656623
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,21660.17275912335,11.47,265.0,22.0,6572.522275501307,-1281.5438412814713,-2420092.5022273078,-2413519.9799518064,3.38673884437522e-06,264.99999661326115
