galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,0.77,35.1,3.96,23814.060259740258,-3817.2094746027096,-22691881.099008985,-22668067.038749244,8.774964387392123e-07,35.09999912250356
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,1.59,77.9,3.95,20683.948490566036,-5727.651053455658,-16489012.929258388,-16468328.980767822,1.2609520212918492e-06,77.89999873904799
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,2.36,115.0,6.7,14707.095084745763,-6098.553063248763,-11828509.83527229,-11813802.740187544,1.5362291495737214e-06,114.99999846377085
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,3.13,156.0,3.16,11292.176773162942,-3125.7293184851133,-4571116.186575732,-4559824.00980257,1.769180601295413e-06,155.9999982308194
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,3.95,192.0,3.14,9737.185468354432,-1530.67220362853,-1773782.359155827,-1764045.1736874725,1.987460691435179e-06,191.99999801253932
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,4.73,204.0,2.9,8843.101247357294,-1277.7410059764666,-1236507.9792900868,-1227664.8780427296,2.1748563170931545e-06,203.99999782514368
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,5.5,209.0,3.36,7756.686909090909,-1293.9827172197258,-1076913.9870934144,-1069157.3001843235,2.345207879911715e-06,208.9999976547921
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,6.27,220.0,3.25,6850.367862838917,-851.6064253346594,-621708.2350842586,-614857.8672214197,2.503996805109783e-06,219.9999974960032
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,7.08,231.0,3.49,6411.148757062147,-341.50528925327507,-220790.00438496305,-214378.8556279009,2.660826939130014e-06,230.99999733917306
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,7.86,235.0,4.65,6307.374452926209,-127.50834888752193,-74255.95833394826,-67948.58388102206,2.8035691537752375e-06,234.99999719643085
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,8.66,245.0,6.0,6209.685565819862,-174.64545473712528,-92311.2488942412,-86101.56332842134,2.9427877939124325e-06,244.9999970572122
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,9.45,246.0,5.57,6029.68817989418,-280.95194410078346,-136086.6315551455,-130056.94337525131,3.074085229787879e-06,245.99999692591476
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,10.24,239.0,6.95,5765.781494140624,-373.3022092104608,-166869.0658793766,-161103.28438523598,3.2e-06,238.9999968
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,4577.361699034203,11.02,240.0,7.16,5443.603711433757,-431.3097767883086,-179152.52746731357,-173708.9237558798,3.3196385345395665e-06,239.99999668036148
