galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,0.39,17.4,30.4,387.9348717948718,418.659677410482,396335.2028574573,396723.13772925216,393.3472050420701,-375.9472050420701
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,1.18,46.3,37.1,718.6760169491525,151.2466469428008,47322.73854299701,48041.41455994616,238.09424432509172,-191.7942443250917
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,1.95,69.1,13.1,623.879641025641,-139.02418735744854,-26322.181223286814,-25698.301582261174,1.396424004376894e-06,69.09999860357598
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,2.74,85.2,6.2,501.79828467153277,-87.87419457462482,-11840.687399657127,-11338.889114985594,1.6552945357246848e-06,85.19999834470546
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,3.53,93.2,6.2,485.03841359773384,-20.149094228919356,-2107.3998438438794,-1622.3614302461456,1.8788294228055935e-06,93.19999812117058
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,4.3,100.0,12.4,470.3656976744186,-39.521513426586225,-3393.3701283466617,-2923.004430672243,2.073644135332772e-06,99.99999792635586
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,5.09,108.0,6.2,423.3848526522593,-64.43435208160214,-4673.753512342988,-4250.368659690728,2.2561028345356956e-06,107.99999774389717
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,5.87,112.0,6.2,369.2037649063032,-58.14958933378574,-3657.4186217698652,-3288.214856863562,2.4228082879171436e-06,111.9999975771917
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,6.4,113.0,24.9,347.208890625,-30.978598289748668,-1787.0961125148706,-1439.8872218898705,2.5298221281347034e-06,112.99999747017787
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,7.44,113.0,15.5,320.5673655913978,-22.802537804674934,-1131.5568288849859,-810.9894632935881,2.7276363393971714e-06,112.99999727236366
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,8.21,112.0,13.1,305.93629719853834,-26.676338342064106,-1199.6351461393956,-893.6988489408573,2.8653097563788805e-06,111.99999713469025
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,9.0,111.0,26.4,278.9522777777778,-26.14086534010526,-1072.3673223861724,-793.4150446083946,3e-06,110.999997
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,9.72,111.0,19.4,266.4635905349794,-13.831099042077454,-525.3594484698518,-258.8958579348724,3.117691453623979e-06,110.99999688230855
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,11.79,113.0,12.5,240.3635114503817,-16.512035219902916,-517.0742637365255,-276.7107522861438,3.433656942677879e-06,112.99999656634306
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,369.2037649063032,17.63,118.0,14.6,135.85339194554737,-17.895568408362045,-374.76524285340713,-238.91185090785976,4.198809355043403e-06,117.99999580119065
