galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,0.34,35.5,2.1,5195.981764705882,1849.4469364407892,7412008.601602713,7417204.5833674185,1588.0332359068946,-1552.5332359068946
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,0.67,62.4,4.2,5806.299253731342,1959.6645989304832,3985473.272305023,3991279.5715587544,1635.2850861376942,-1572.885086137694
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,1.0,90.7,3.8,6489.3604000000005,-119.9423250878471,-163435.1326487905,-156945.77224879048,1e-06,90.699999
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,1.32,104.0,2.0,5728.3367424242415,-2022.8651375291397,-2088170.4946242082,-2082442.157881784,1.1489125293076057e-06,103.99999885108747
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,1.65,105.0,2.4,5174.49806060606,-1291.8890801958973,-1066876.7223453796,-1061702.2242847737,1.284523257866513e-06,104.99999871547674
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,1.98,108.0,2.0,4875.689949494949,-568.6845205299738,-391362.46718872857,-386486.7772392336,1.4071247279470289e-06,107.99999859287527
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,2.31,116.0,2.3,4799.166277056277,-82.52218027008826,-48677.88162587241,-43878.715348816135,1.5198684153570665e-06,115.99999848013158
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,2.63,130.0,3.3,4822.050532319392,259.49787937288005,134446.97062317762,139269.021155497,605.2086628915329,-475.20866289153287
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,2.96,141.0,2.2,4967.839898648649,462.2947251371471,212813.9945095805,217781.83440822913,802.8911693675291,-661.8911693675291
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,3.28,146.0,1.6,5122.542103658538,415.85104022091406,172757.49770766223,177880.03981132078,763.8367172250443,-617.8367172250443
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,3.61,150.0,1.4,5238.143074792243,189.71647115265495,71609.5249128263,76847.66798761854,526.7068268356724,-376.70682683567236
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,3.94,152.0,1.1,5247.75497461929,-136.4179012713356,-47178.93124019975,-41931.17626558046,1.984943324127921e-06,151.9999980150567
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,4.27,155.0,1.3,5148.107259953162,-535.6404424402946,-170930.05860322822,-165781.95134327505,2.066397831977182e-06,154.99999793360217
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,4.6,152.0,1.8,4894.232282608696,-882.0948891681107,-261294.59760441937,-256400.36532181068,2.1447610589527217e-06,151.99999785523895
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,4.94,150.0,2.4,4557.103684210527,-1068.4392986054143,-294710.6709013277,-290153.5672171172,2.222611077089287e-06,149.99999777738893
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,5.3,147.0,5.5,4146.324773584905,-1076.4588364880856,-276754.38709544076,-272608.06232185586,2.3021728866442675e-06,146.99999769782713
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,5.63,145.0,3.8,3814.3470870337483,-819.6085902394844,-198367.74808887453,-194553.40100184077,2.3727621035409345e-06,144.9999976272379
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,5.96,152.0,4.1,3605.3831040268456,-623.5114971345698,-142551.29359187937,-138945.91048785252,2.4413111231467404e-06,151.99999755868888
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,6.27,149.0,1.4,3415.299728867624,-543.9577732275809,-118214.46004346247,-114799.16031459485,2.503996805109783e-06,148.9999974960032
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,8.24,149.0,4.0,2365.159381067961,-445.94798976936386,-73744.55432698641,-71379.39494591845,2.870540018881465e-06,148.99999712945998
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,10.3,146.0,4.0,1618.129330097087,-322.0636613313687,-42606.656766557135,-40988.52743646005,3.2093613071762426e-06,145.9999967906387
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,11.13,149.0,3.2,1434.3953998203053,-198.36123720858077,-24284.80387833723,-22850.40847851692,3.3361654635224555e-06,148.99999666383454
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,11.95,152.0,2.8,1290.833288702929,-172.67207021648107,-19689.158136428978,-18398.32484772605,3.456877203488721e-06,151.9999965431228
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,12.72,153.0,2.4,1159.8468081761005,-160.5572187801338,-17199.494448471778,-16039.647640295678,3.5665109000254015e-06,152.9999964334891
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,structural,1362.6143442616171,13.58,156.0,2.2,1029.1250220913107,-139.87873468533851,-14035.402823225866,-13006.277801134554,3.685105154537656e-06,155.99999631489484
