galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,0.45,8.41,1.58,378.578,204.12419753086422,80242.01649747431,80620.5944974743,190.471172422137,-182.061172422137
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,0.9,17.8,2.22,470.4338888888889,163.6109465020576,32158.04992056473,32628.483809453617,171.36404356955475,-153.56404356955474
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,1.35,26.0,2.35,525.8278518518518,-24.48500000000005,-3208.382931741984,-2682.555079890132,1.1618950038622251e-06,25.999998838104997
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,1.8,30.9,2.22,448.3973888888888,-192.7388971193416,-18941.602648574702,-18493.205259685812,1.3416407864998739e-06,30.899998658359213
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,2.25,34.7,1.82,352.3628444444444,-179.390700518404,-14103.836511900778,-13751.473667456334,1.5e-06,34.6999985
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,2.69,38.8,1.81,288.7396654275093,-134.30073411420435,-8831.733670804926,-8542.994005377417,1.6401219466856725e-06,38.79999835987805
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,3.14,42.5,1.57,232.83519108280254,-106.92073626888222,-6023.5448734035235,-5790.709682320721,1.7720045146669351e-06,42.49999822799548
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,3.59,45.6,1.59,192.5110027855153,-79.50299009200286,-3917.49879478716,-3724.9877920016447,1.8947295321496417e-06,45.59999810527047
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,4.04,48.8,1.83,161.28249999999997,-63.945632889622274,-2799.9442385960538,-2638.661738596054,2.009975124224178e-06,48.79999799002487
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,4.49,51.8,1.91,134.95993318485523,-51.9505735492577,-2046.7455888316722,-1911.7856556468168,2.118962010041709e-06,51.79999788103799
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,4.94,54.8,2.19,114.52698380566802,-41.73301172260765,-1494.419878454487,-1379.8928946488188,2.222611077089287e-06,54.79999777738892
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,5.39,56.6,2.73,97.40022263450837,-34.393566481183676,-1128.777398762937,-1031.3771761284288,2.3216373532487797e-06,56.59999767836265
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,5.84,58.4,3.27,83.57277397260273,-28.05158105830378,-849.6975275076288,-766.1247535350261,2.416609194718914e-06,58.39999758339081
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,6.29,58.5,3.95,72.15379968203496,-23.153065706452754,-651.1450092614555,-578.9912095794205,2.5079872407968905e-06,58.49999749201276
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,6.74,57.7,4.07,62.735014836795244,-19.279635251712467,-506.0096207811909,-443.27460594439566,2.596150997149434e-06,57.699997403849004
D631-7,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\D631-7_normalized.csv,structural,176.89675139275764,7.19,57.3,3.94,54.80212795549373,-17.628637514003355,-433.72026532791267,-378.9181373724189,2.6814175355583845e-06,57.29999731858246
