galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,0.47,15.3,4.4,359.15446808510643,434.1791157386451,336716.2952026192,337075.4496707043,398.0269605758271,-382.7269605758271
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,1.41,41.0,4.36,767.2828368794328,192.6659800814848,49805.6928373543,50572.975674233734,267.0353828627764,-226.03538286277637
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,2.35,60.7,4.4,721.3665106382979,-115.18261872426665,-17865.37548338318,-17144.008972744883,1.532970971675589e-06,60.69999846702903
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,3.29,74.9,4.4,550.7395136778115,-132.54744087153324,-14684.816081993133,-14134.07656831532,1.8138357147217054e-06,74.8999981861643
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,4.22,83.0,6.28,473.50279620853075,-62.40248422921576,-5389.922128339002,-4916.419332130471,2.0542638584174135e-06,82.99999794573614
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,5.17,86.8,4.4,433.42284332688587,-34.44660802692463,-2428.5608104368243,-1995.1379671099385,2.2737634001804146e-06,86.7999977262366
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,6.11,89.4,4.4,408.3987070376432,-33.82171008409122,-2017.6573542178176,-1609.2586471801744,2.471841418861655e-06,89.3999975281586
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,7.05,92.5,4.4,369.83802836879437,-32.609796103558246,-1685.978487261391,-1316.1404588925966,2.6551836094703508e-06,92.49999734481639
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,7.99,94.7,4.4,347.0922903629537,-31.23581647020727,-1424.9484247429455,-1077.8561343799918,2.826658805020514e-06,94.6999971733412
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,8.92,96.3,4.4,311.4270515695068,-25.12358564974202,-1026.6202591187687,-715.1932075492618,2.9866369046136156e-06,96.2999970133631
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,9.87,97.8,4.4,299.8599493414387,-10.020616555980144,-370.0584741211376,-70.19852477969886,3.1416556144810013e-06,97.79999685834439
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,10.79,98.8,4.62,292.6884986098239,-8.603346018660607,-290.6290404077908,2.059458202033113,4.713974331701149,94.08602566829884
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,11.8,99.5,4.4,283.25549152542374,-11.735446044189297,-362.50220799803435,-79.24671647261061,3.4351128074635336e-06,99.4999965648872
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,364.4962482269504,12.6,99.7,5.14,271.4473412698413,-14.760187819478096,-426.9867526448332,-155.53941137499191,3.5496478698597695e-06,99.69999645035213
