galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,0.11,56.2,28.5,18688.693636363638,66685.99868247693,3072143892.0133767,3072162580.707013,18383.0868974112,-18326.8868974112
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,0.23,64.6,22.7,26691.01347826087,32796.47907463378,722601676.0264578,722628367.0399361,12892.033370232382,-12827.433370232382
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,0.34,70.2,17.2,26231.88382352941,-14199.894139886554,-211643906.2175207,-211617674.33369717,5.8309518948453e-07,70.19999941690482
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,0.46,71.6,11.7,23425.037826086962,-26311.640575223213,-289860925.8541933,-289837500.8163672,6.782329983125269e-07,71.599999321767
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,0.57,71.0,11.3,20180.206491228073,-24605.12917454318,-218751163.94967985,-218730983.74318862,7.549834435270749e-07,70.99999924501655
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,0.69,69.0,9.37,17765.858115942032,-17050.092896643797,-125221020.17398937,-125203254.31587343,8.306623862918074e-07,68.99999916933761
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,0.8,67.7,6.23,16258.685124999998,-12597.722904851928,-79799770.6866208,-79783512.00149581,8.944271909999158e-07,67.69999910557281
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,0.92,66.9,4.0,14868.381847826087,-10216.695562473615,-56275868.21206618,-56260999.83021835,9.59166304662544e-07,66.8999990408337
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,1.03,66.6,3.1,13908.845145631067,-8996.777537965472,-44263865.34000147,-44249956.49485584,1.0148891565092219e-06,66.59999898511084
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,1.14,66.8,3.02,12889.090789473685,-8908.357085904565,-39599740.92387957,-39586851.8330901,1.067707825203131e-06,66.79999893229217
UGC03580,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC03580_normalized.csv,structural,5067.5679272727275,1.26,67.4,3.09,11859.923015873017,-8394.5784880322,-33761981.51502029,-33750121.59200442,1.1224972160321825e-06,67.3999988775028
